sp,support,plant.list.accepted
Aspidosperma macrophyllum,F,TRUE
Aspidosperma megalocarpon,F,TRUE
Aspidosperma megaphyllum,F,TRUE
Aspidosperma multiflorum,F,TRUE
Aspidosperma myristicifolium,F,TRUE
Aspidosperma nanum,F,TRUE
Aspidosperma neblinae,F,TRUE
Aspidosperma nemorale,F,TRUE
Aspidosperma nigricans,F,TRUE
Aspidosperma nitidum,F,TRUE
Aspidosperma nobile,F,TRUE
Aspidosperma oblongum,F,TRUE
Aspidosperma obscurinervium,F,TRUE
Aspidosperma olivaceum,F,TRUE
Aspidosperma pachypterum,F,TRUE
Aspidosperma parvifolium,F,TRUE
Aspidosperma pichonianum,F,TRUE
Aspidosperma polyneuron,F,TRUE
Aspidosperma pyricollum,F,TRUE
Aspidosperma pyrifolium,F,TRUE
Aspidosperma quebracho-blanco,F,TRUE
Aspidosperma quirandy,F,TRUE
Aspidosperma ramiflorum,F,TRUE
Aspidosperma reductum,F,TRUE
Aspidosperma resonans,F,TRUE
Aspidosperma riedelii,F,TRUE
Aspidosperma rigidum,F,TRUE
Aspidosperma salgadense,F,TRUE
Aspidosperma sandwithianum,F,TRUE
Aspidosperma schultesii,F,TRUE
Aspidosperma spruceanum,F,TRUE
Aspidosperma steyermarkii,F,TRUE
Aspidosperma subincanum,F,TRUE
Aspidosperma thomasii,F,TRUE
Aspidosperma tomentosum,F,TRUE
Aspidosperma triternatum,F,TRUE
Aspidosperma ulei,F,TRUE
Aspidosperma vargasii,F,TRUE
Aspidosperma williamii,F,TRUE
Aspidostemon andohahelensis,F,TRUE
Aspidostemon antongilensis,F,TRUE
Aspidostemon apiculatus,F,TRUE
Aspidostemon capuronii,F,TRUE
Aspidostemon caudatus,F,TRUE
Aspidostemon conoideus,F,TRUE
Aspidostemon dolichocarpus,F,TRUE
Aspidostemon fungiformis,F,TRUE
Aspidostemon glandulosus,F,TRUE
Aspidostemon grayi,F,TRUE
Aspidostemon humbertianus,F,TRUE
Aspidostemon inconspicuus,F,TRUE
Aspidostemon insignis,F,TRUE
Aspidostemon lacrimans,F,TRUE
Aspidostemon litoralis,F,TRUE
Aspidostemon longipedicellatus,F,TRUE
Aspidostemon louvelii,F,FALSE
Aspidostemon lucens,F,TRUE
Aspidostemon macrophyllus,F,TRUE
Aspidostemon manongarivensis,F,TRUE
Aspidostemon masoalensis,F,TRUE
Aspidostemon microphyllus,F,TRUE
Aspidostemon occultus,F,TRUE
Aspidostemon parvifolius,F,TRUE
Aspidostemon percoriaceus,F,TRUE
Aspidostemon perrieri,F,TRUE
Aspidostemon reticulatus,F,TRUE
Aspidostemon synandra,F,TRUE
Aspidostemon trianthera,F,TRUE
Aspidostemon trichandra,F,TRUE
Aspilia attenuata,F,TRUE
Aspilia aurantiaca,F,TRUE
Aspilia bojeri,F,TRUE
Aspilia buphthalmiflora,F,TRUE
Aspilia camporum,F,TRUE
Aspilia eenii,F,TRUE
Aspilia foliacea,F,TRUE
Aspilia hassleriana,F,TRUE
Aspilia jelskii,F,TRUE
Aspilia latissima,F,TRUE
Aspilia leucanthemum,F,TRUE
Aspilia leucoglossa,F,TRUE
Aspilia minima,F,TRUE
Aspilia montevidensis,F,TRUE
Aspilia mossambicensis,F,TRUE
Aspilia natalensis,F,TRUE
Aspilia paraensis,C,TRUE
Aspilia pascalioides,F,TRUE
Aspilia phyllostachya,F,TRUE
Aspilia pluriseta,F,TRUE
Aspilia reflexa,F,TRUE
Aspilia rugulosa,F,TRUE
Aspilia silphioides,F,TRUE
Aspilia squarrosa,F,TRUE
Asplenium abscissum,E,TRUE
Asplenium adiantum-nigrum,F,TRUE
Asplenium aethiopicum,E,TRUE
Asplenium affine,E,TRUE
Asplenium afzelii,E,TRUE
Asplenium alatum,F,TRUE
Asplenium angustum,E,TRUE
Asplenium anisophyllum,E,TRUE
Asplenium antiquum,F,TRUE
Asplenium antrophyoides,F,TRUE
Asplenium apertum,E,TRUE
Asplenium auriculatum,E,TRUE
Asplenium austrochinense,F,TRUE
Asplenium bangii,F,TRUE
Asplenium barteri,E,TRUE
Asplenium bipartitum,E,TRUE
Asplenium blastophorum,E,TRUE
Asplenium boltonii,E,TRUE
Asplenium buettneri,E,TRUE
Asplenium cancellatum,E,TRUE
Asplenium castaneum,F,TRUE
Asplenium christii,F,TRUE
Asplenium claussenii,F,TRUE
Asplenium cordatum,F,TRUE
Asplenium cristatum,F,TRUE
Asplenium cuneatiforme,E,TRUE
Asplenium cuneatum,E,TRUE
Asplenium davisii,F,TRUE
Asplenium delicatulum,E,TRUE
Asplenium delitescens,E,TRUE
Asplenium depauperatum,F,TRUE
Asplenium discrepans,F,TRUE
Asplenium dregeanum,E,TRUE
Asplenium drepanophyllum,F,TRUE
Asplenium ensiforme,F,TRUE
Asplenium extensum,F,TRUE
Asplenium feei,E,TRUE
Asplenium finlaysonianum,F,TRUE
Asplenium flabellulatum,E,TRUE
Asplenium flaccidum,E,FALSE
Asplenium friesiorum,E,TRUE
Asplenium gemmiferum,F,TRUE
Asplenium griffithianum,F,TRUE
Asplenium herpetopteris,E,TRUE
Asplenium herzogii,F,TRUE
Asplenium hypomelas,E,TRUE
Asplenium inaequilaterale,F,TRUE
Asplenium incurvatum,F,TRUE
Asplenium juglandifolium,E,TRUE
Asplenium laetum,F,TRUE
Asplenium lividum,E,TRUE
Asplenium lobatum,E,TRUE
Asplenium lokohoense,E,FALSE
Asplenium lorentzii,F,TRUE
Asplenium lunulatum,F,TRUE
Asplenium mannii,E,TRUE
Asplenium megalura,E,TRUE
Asplenium monanthes,E,TRUE
Asplenium nidus,E,TRUE
Asplenium oblanceolatum,F,FALSE
Asplenium obscurum,F,TRUE
Asplenium onopteris,F,FALSE
Asplenium palmeri,F,TRUE
Asplenium parvisorum,E,TRUE
Asplenium pearcei,E,TRUE
Asplenium pellucidum,E,TRUE
Asplenium peruvianum,F,TRUE
Asplenium petiolulatum,E,TRUE
Asplenium phillipsianum,F,TRUE
Asplenium phyllitidis,F,TRUE
Asplenium platyneuron,F,TRUE
Asplenium poloense,F,TRUE
Asplenium polyodon,E,TRUE
Asplenium polyphyllum,F,TRUE
Asplenium poolii,E,TRUE
Asplenium praegracile,E,FALSE
Asplenium prionitis,E,TRUE
Asplenium prolongatum,F,TRUE
Asplenium protensum,E,TRUE
Asplenium pseudolaserpitiifolium,E,TRUE
Asplenium pulchellum,F,TRUE
Asplenium pumilum,F,TRUE
Asplenium raddianum,F,TRUE
Asplenium recumbens,F,TRUE
Asplenium repandulum,E,TRUE
Asplenium repens,E,TRUE
Asplenium resiliens,F,TRUE
Asplenium ruta-muraria,F,TRUE
Asplenium rutaceum,E,TRUE
Asplenium rutifolium,E,TRUE
Asplenium sagittatum,F,TRUE
Asplenium salicifolium,E,TRUE
Asplenium sandersonii,E,TRUE
Asplenium schweinfurthii,F,FALSE
Asplenium scolopendrium,F,TRUE
Asplenium scortechinii,F,TRUE
Asplenium semivarians,F,FALSE
Asplenium serratum,E,TRUE
Asplenium serricula,E,TRUE
Asplenium sessilifolium,E,TRUE
Asplenium simii,E,TRUE
Asplenium splendens,E,TRUE
Asplenium squamosum,F,TRUE
Asplenium stoloniferum,F,TRUE
Asplenium stuebelianum,E,TRUE
Asplenium sulcatum,E,TRUE
Asplenium tenerrimum,E,TRUE
Asplenium tenuicaule,F,TRUE
Asplenium theciferum,E,TRUE
Asplenium tricholepis,E,TRUE
Asplenium trichomanes,F,TRUE
Asplenium trilobatum,F,TRUE
Asplenium triphyllum,F,TRUE
Asplenium uniseriale,F,TRUE
Asplenium variabile,E,TRUE
Asplenium varians,F,TRUE
Asplenium wilfordii,E,TRUE
Asplenium yoshinagae,F,TRUE
Asplundia acuminata,C,TRUE
Asplundia ahlneri,C,TRUE
Asplundia alata,F,TRUE
Asplundia albicarpa,C,TRUE
Asplundia allenii,F,TRUE
Asplundia altiscandens,C,FALSE
Asplundia antioquiae,C,TRUE
Asplundia aulacostigma,C,TRUE
Asplundia aurantiaca,C,TRUE
Asplundia australis,C,TRUE
Asplundia brachyphylla,F,TRUE
Asplundia brachypus,F,TRUE
Asplundia caput-medusae,F,TRUE
Asplundia clementinae,F,TRUE
Asplundia cupulifera,C,TRUE
Asplundia cuspidata,C,TRUE
Asplundia cymbispatha,F,TRUE
Asplundia divergens,C,TRUE
Asplundia domingensis,C,TRUE
Asplundia dussii,F,TRUE
Asplundia ecuadoriensis,C,TRUE
Asplundia ewanii,F,TRUE
Asplundia fagerlindii,C,TRUE
Asplundia fanshawei,C,TRUE
Asplundia fendleri,F,TRUE
Asplundia ferruginea,C,TRUE
Asplundia gardneri,F,TRUE
Asplundia glaucophylla,F,TRUE
Asplundia gleasonii,C,TRUE
Asplundia guianensis,C,TRUE
Asplundia harlingiana,F,TRUE
Asplundia helicotricha,C,TRUE
Asplundia heteranthera,C,TRUE
Asplundia hookeri,F,TRUE
Asplundia humilis,F,TRUE
Asplundia insignis,F,TRUE
Asplundia isabellina,C,TRUE
Asplundia krukoffii,C,TRUE
Asplundia latifolia,C,TRUE
Asplundia latifrons,C,TRUE
Asplundia liebmannii,F,TRUE
Asplundia lilacina,C,TRUE
Asplundia longicrura,C,TRUE
Asplundia longistyla,F,TRUE
Asplundia longitepala,C,TRUE
Asplundia luetzelburgii,F,TRUE
Asplundia lutea,C,TRUE
Asplundia maguirei,F,TRUE
Asplundia maximiliani,C,TRUE
Asplundia meraensis,C,TRUE
Asplundia microphylla,C,TRUE
Asplundia multistaminata,C,TRUE
Asplundia neblinae,C,TRUE
Asplundia nilssonii,C,TRUE
Asplundia nonoensis,C,TRUE
Asplundia pariensis,C,TRUE
Asplundia parviflora,C,TRUE
Asplundia pastazana,C,TRUE
Asplundia pittieri,F,TRUE
Asplundia platanthera,C,TRUE
Asplundia platyphylla,F,TRUE
Asplundia ponderosa,F,TRUE
Asplundia pycnantha,C,TRUE
Asplundia quinindensis,C,TRUE
Asplundia rhodea,F,TRUE
Asplundia rivularis,F,TRUE
Asplundia sanctae-ritae,C,TRUE
Asplundia sarmentosa,C,TRUE
Asplundia schizotepala,C,TRUE
Asplundia sleeperae,F,TRUE
Asplundia sparrei,C,TRUE
Asplundia spectabilis,F,TRUE
Asplundia tetragona,C,TRUE
Asplundia tetragonopus,C,TRUE
Asplundia trilobulata,C,TRUE
Asplundia truncata,C,TRUE
Asplundia ulei,C,TRUE
Asplundia urophylla,C,TRUE
Asplundia utilis,C,TRUE
Asplundia vagans,C,TRUE
Asplundia vaupesiana,C,TRUE
Asplundia venezuelensis,C,TRUE
Asplundianthus pseudostuebelii,F,TRUE
Asplundianthus sagasteguii,F,TRUE
Asplundianthus smilacinus,F,TRUE
Asplundianthus toroi,C,TRUE
Asplundianthus trachyphyllus,F,TRUE
Astartea affinis,F,TRUE
Astartea ambigua,F,TRUE
Astartea arbuscula,F,TRUE
Astartea fascicularis,F,TRUE
Astartea laricifolia,F,TRUE
Astelia argyrocoma,E,TRUE
Astelia australiana,F,TRUE
Astelia banksii,F,TRUE
Astelia chathamica,F,TRUE
Astelia fragrans,F,TRUE
Astelia graminea,F,TRUE
Astelia grandis,F,TRUE
Astelia hemichrysa,E,TRUE
Astelia linearis,F,TRUE
Astelia menziesiana,E,TRUE
Astelia nervosa,F,TRUE
Astelia nivicola,F,TRUE
Astelia petriei,F,TRUE
Astelia psychrocharis,F,TRUE
Astelia skottsbergii,F,TRUE
Astelia solandri,E,TRUE
Astelia subulata,F,TRUE
Astelia trinervia,F,TRUE
Astephanus peruvianus,C,FALSE
Astephanus triflorus,C,TRUE
Astephanus zeyheri,F,TRUE
Aster alpinus,F,TRUE
Aster ananthocladus,F,TRUE
Aster andringitrensis,F,TRUE
Aster bakerianus,F,TRUE
Aster bowiei,F,TRUE
Aster comptonii,F,TRUE
Aster confertifolius,F,TRUE
Aster erucifolius,F,TRUE
Aster harveyanus,F,TRUE
Aster lydenburgensis,F,TRUE
Aster nubimontis,F,TRUE
Aster peglerae,F,TRUE
Aster perfoliatus,F,TRUE
Aster pleiocephalus,F,TRUE
Aster pseudobakeranus,F,TRUE
Aster quitensis,F,TRUE
Aster squamatus,F,TRUE
Aster subulatus,F,TRUE
Aster tataricus,F,TRUE
Aster zuluensis,F,TRUE
Asteranthera ovata,C,TRUE
Asteranthos brasiliensis,F,TRUE
Asteridea athrixioides,F,TRUE
Asteridea nivea,F,TRUE
Asteridea pulverulenta,F,TRUE
Asterogyne guianensis,F,TRUE
Asterogyne martiana,F,TRUE
Asterogyne ramosa,F,TRUE
Asterogyne spicata,F,TRUE
Asterogyne yaracuyense,F,TRUE
Asterohyptis stellulata,F,TRUE
Asterolasia correifolia,F,TRUE
Asterolasia elegans,F,TRUE
Asterolasia muricata,F,TRUE
Asterolasia pallida,F,TRUE
Asterolasia phebalioides,F,TRUE
Asterolasia squamuligera,F,TRUE
Asterolasia trymalioides,F,TRUE
Asteromyrtus brassii,F,TRUE
Asteromyrtus lysicephala,F,TRUE
Asteromyrtus magnifica,F,TRUE
Asteromyrtus symphyocarpa,F,TRUE
Asteropeia amblyocarpa,F,TRUE
Asteropeia densiflora,F,TRUE
Asteropeia labatii,F,TRUE
Asteropeia matrambody,F,TRUE
Asteropeia mcphersonii,F,TRUE
Asteropeia micraster,F,TRUE
Asteropeia multiflora,F,TRUE
Asteropeia rhopaloides,F,TRUE
Asteropyrum cavaleriei,F,TRUE
Asteropyrum peltatum,F,TRUE
Asterostigma cryptostylum,F,TRUE
Asterostigma cubense,F,TRUE
Asterostigma lividum,F,TRUE
Asterostigma lombardii,F,TRUE
Asterostigma luschnathianum,F,TRUE
Asterostigma reticulatum,F,TRUE
Asterostigma riedelianum,F,TRUE
Asterostigma tweedieanum,F,TRUE
Asthenochloa tenera,F,TRUE
Astianthus viminalis,F,TRUE
Astilbe rivularis,F,TRUE
Astracantha cretica,F,TRUE
Astracantha ptilocephala,F,TRUE
Astracantha qatmensis,F,TRUE
Astracantha strobilifera,F,TRUE
Astraea lobata,F,TRUE
Astragalus affghanus,F,TRUE
Astragalus alitschuri,F,TRUE
Astragalus amherstianus,F,TRUE
Astragalus anisacanthus,F,TRUE
Astragalus arequipensis,F,TRUE
Astragalus asplundii,F,TRUE
Astragalus atropilosulus,F,TRUE
Astragalus auganus,F,TRUE
Astragalus bakaliensis,F,TRUE
Astragalus bezudensis,F,TRUE
Astragalus bicuspis,F,TRUE
Astragalus bisulcatus,F,TRUE
Astragalus breviscapus,F,TRUE
Astragalus campylorhynchus,F,TRUE
Astragalus charguschanus,F,TRUE
Astragalus chlorostachys,F,TRUE
Astragalus chorizanthus,F,TRUE
Astragalus clarkeanus,F,TRUE
Astragalus coluteocarpus,F,TRUE
Astragalus compositus,F,TRUE
Astragalus concinnus,F,TRUE
Astragalus concretus,F,TRUE
Astragalus confertus,F,TRUE
Astragalus congestus,F,TRUE
Astragalus contortuplicatus,F,TRUE
Astragalus corrugatus,F,TRUE
Astragalus cryptanthus,F,TRUE
Astragalus deminutivus,F,TRUE
Astragalus densiflorus,F,TRUE
Astragalus diopogon,F,TRUE
Astragalus edelbergianus,F,TRUE
Astragalus eremophilus,F,TRUE
Astragalus erionotus,F,TRUE
Astragalus falconeri,F,TRUE
Astragalus filicaulis,F,TRUE
Astragalus flavocreatus,F,TRUE
Astragalus flemingii,F,TRUE
Astragalus flexus,F,TRUE
Astragalus frigidus,F,TRUE
Astragalus garbancillo,F,TRUE
Astragalus ghaznianus,F,TRUE
Astragalus gilgitensis,F,TRUE
Astragalus gompholobium,F,TRUE
Astragalus gracilipes,F,TRUE
Astragalus grahamianus,F,TRUE
Astragalus graveolens,F,TRUE
Astragalus hamosus,F,TRUE
Astragalus harsukhianus,F,TRUE
Astragalus hauarensis,F,TRUE
Astragalus hemsleyi,F,TRUE
Astragalus hendersonii,F,TRUE
Astragalus heydei,F,TRUE
Astragalus himalayanus,F,TRUE
Astragalus hoffmeisteri,F,TRUE
Astragalus hosackioides,F,TRUE
Astragalus hostilis,F,TRUE
Astragalus hypsogenus,F,TRUE
Astragalus idaeus,F,TRUE
Astragalus imitensis,F,TRUE
Astragalus infestus,F,TRUE
Astragalus jabbor-khailii,F,TRUE
Astragalus kahiricus,F,TRUE
Astragalus kashmirensis,F,TRUE
Astragalus khalifatensis,F,TRUE
Astragalus koschukensis,F,TRUE
Astragalus kuramensis,F,TRUE
Astragalus lamondiae,F,TRUE
Astragalus lasiosemius,F,TRUE
Astragalus laspurensis,F,TRUE
Astragalus latifolius,F,TRUE
Astragalus leptus,F,TRUE
Astragalus leucocephalus,F,TRUE
Astragalus macropterus,F,TRUE
Astragalus maddenianus,F,TRUE
Astragalus malacophyllus,F,TRUE
Astragalus mangeri,F,TRUE
Astragalus maxwellii,F,TRUE
Astragalus medius,F,TRUE
Astragalus melanostachys,F,TRUE
Astragalus mercklinii,F,TRUE
Astragalus micranthellus,F,TRUE
Astragalus minimus,F,TRUE
Astragalus minutissimus,F,TRUE
Astragalus mirabilis,F,TRUE
Astragalus mirus,F,TRUE
Astragalus monspessulanus,F,TRUE
Astragalus munroi,F,TRUE
Astragalus neubauerianus,F,TRUE
Astragalus nicharensis,F,TRUE
Astragalus nivalis,F,TRUE
Astragalus nummularius,F,TRUE
Astragalus oihorensis,F,TRUE
Astragalus ophiocarpus,F,TRUE
Astragalus oplites,F,TRUE
Astragalus orbiculatus,F,TRUE
Astragalus orthocarpus,F,TRUE
Astragalus oxyglottis,F,TRUE
Astragalus oxyodon,F,TRUE
Astragalus peduncularis,F,TRUE
Astragalus persepolitanus,F,TRUE
Astragalus peruvianus,F,TRUE
Astragalus polyacanthus,F,TRUE
Astragalus polybotrys,F,TRUE
Astragalus pseudo-beckii,F,TRUE
Astragalus pseudochlorostachys,F,TRUE
Astragalus pseudopsilacanthus,F,TRUE
Astragalus psilacanthus,F,TRUE
Astragalus pulviniformis,F,TRUE
Astragalus purpurascens,F,TRUE
Astragalus pusillus,F,TRUE
Astragalus pyrrhotrichus,F,TRUE
Astragalus reichei,F,TRUE
Astragalus retamocarpus,F,TRUE
Astragalus rhizanthus,F,TRUE
Astragalus rhizocephalus,F,TRUE
Astragalus romasanus,F,TRUE
Astragalus schimperi,F,TRUE
Astragalus scorpiurus,F,TRUE
Astragalus sesameus,F,TRUE
Astragalus squarrosus,F,TRUE
Astragalus stewartii,F,TRUE
Astragalus stocksii,F,TRUE
Astragalus strictus,F,TRUE
Astragalus subuliformis,F,TRUE
Astragalus subumbellatus,F,TRUE
Astragalus sultani,F,TRUE
Astragalus tarijensis,F,TRUE
Astragalus tibetanus,F,TRUE
Astragalus toppinianus,F,TRUE
Astragalus tribulifolius,F,TRUE
Astragalus tribuloides,F,TRUE
Astragalus trichocarpus,F,TRUE
Astragalus uniflorus,F,TRUE
Astragalus urbanianus,F,TRUE
Astragalus webbianus,F,TRUE
Astragalus weddellianus,F,TRUE
Astragalus xanthoxiphidiopsis,F,TRUE
Astragalus zanskarensis,F,TRUE
Astranthium integrifolium,F,TRUE
Astranthium robustum,F,TRUE
Astrebla elymoides,F,TRUE
Astrebla lappacea,F,TRUE
Astrebla pectinata,F,TRUE
Astrebla squarrosa,F,TRUE
Astridia addoensis,F,FALSE
Astridia citrina,F,TRUE
Astridia dinteri,F,TRUE
Astridia hallii,F,TRUE
Astridia herrei,F,TRUE
Astridia longifolia,F,TRUE
Astridia lutata,F,TRUE
Astridia speciosa,F,TRUE
Astridia vanheerdei,F,TRUE
Astridia velutina,F,TRUE
Astripomoea lachnosperma,F,TRUE
Astripomoea malvacea,F,TRUE
Astripomoea rotundata,F,TRUE
Astrocaryum acaule,F,TRUE
Astrocaryum aculeatissimum,F,TRUE
Astrocaryum aculeatum,F,TRUE
Astrocaryum alatum,F,TRUE
Astrocaryum chambira,F,TRUE
Astrocaryum chonta,F,TRUE
Astrocaryum ciliatum,F,TRUE
Astrocaryum confertum,F,TRUE
Astrocaryum echinatum,F,TRUE
Astrocaryum faranae,F,TRUE
Astrocaryum farinosum,F,TRUE
Astrocaryum ferrugineum,F,TRUE
Astrocaryum giganteum,F,TRUE
Astrocaryum gratum,F,TRUE
Astrocaryum huaimi,F,TRUE
Astrocaryum huicungo,F,TRUE
Astrocaryum jauari,F,TRUE
Astrocaryum javarense,F,TRUE
Astrocaryum macrocalyx,F,TRUE
Astrocaryum mexicanum,F,TRUE
Astrocaryum minus,F,TRUE
Astrocaryum murumuru,F,TRUE
Astrocaryum paramaca,F,TRUE
Astrocaryum perangustatum,F,TRUE
Astrocaryum rodriguesii,F,TRUE
Astrocaryum sciophilum,F,TRUE
Astrocaryum scopatum,F,TRUE
Astrocaryum standleyanum,F,TRUE
Astrocaryum triandrum,F,TRUE
Astrocaryum tucuma,F,TRUE
Astrocaryum ulei,F,TRUE
Astrocaryum urostachys,F,TRUE
Astrocaryum vulgare,F,TRUE
Astrocasia tremula,F,TRUE
Astroloba foliolosa,F,TRUE
Astroloma baxteri,F,TRUE
Astroloma ciliatum,F,TRUE
Astroloma conostephioides,F,TRUE
Astroloma drummondii,F,TRUE
Astroloma humifusum,F,TRUE
Astroloma pallidum,F,TRUE
Astroloma pinifolium,F,TRUE
Astronia atro-viridis,F,FALSE
Astronia ferruginea,F,TRUE
Astronia gracilis,F,FALSE
Astronia macrophylla,F,FALSE
Astronia papuana,F,FALSE
Astronia spectabilis,F,FALSE
Astronidium morobiense,F,FALSE
Astronidium parviflorum,F,FALSE
Astronium balansae,F,TRUE
Astronium concinnum,F,TRUE
Astronium fraxinifolium,F,TRUE
Astronium graveolens,F,TRUE
Astronium lecointei,F,TRUE
Astronium obliquum,F,TRUE
Astronium ulei,F,TRUE
Astronium urundeuva,F,TRUE
Astrophytum asterias,F,TRUE
Astrophytum capricorne,F,TRUE
Astrophytum caput-medusae,F,TRUE
Astrophytum mirum,F,TRUE
Astrophytum myriostigma,F,TRUE
Astrophytum ornatum,F,TRUE
Astrotricha cordata,F,TRUE
Astrotricha crassifolia,F,TRUE
Astrotricha floccosa,F,TRUE
Astrotricha latifolia,F,TRUE
Astrotricha ledifolia,F,TRUE
Astrotricha linearis,F,TRUE
Astrotricha longifolia,F,TRUE
Astrotricha obovata,F,TRUE
Astrotricha roddii,F,TRUE
Astrotrichilia asterotricha,F,TRUE
Astrotrichilia diegoensis,F,TRUE
Astrotrichilia elegans,F,TRUE
Astrotrichilia elliotii,F,TRUE
Astrotrichilia masoalensis,F,TRUE
Astrotrichilia parvifolia,F,TRUE
Astrotrichilia procera,F,TRUE
Astrotrichilia rakodomena,F,TRUE
Astrotrichilia thouvenotii,F,TRUE
Astrotrichilia valiandra,F,TRUE
Astrotrichilia voamatata,F,TRUE
Astrotrichilia zombitsyensis,F,TRUE
Asyneuma argutum,F,TRUE
Asyneuma thomsonii,F,TRUE
Asystasia atriplicifolia,F,TRUE
Asystasia crispata,C,TRUE
Asystasia gangetica,C,TRUE
Asystasia mysorensis,F,TRUE
Asystasia pinguifolia,F,TRUE
Asystasia retrocarpa,F,TRUE
Asystasia scandens,C,TRUE
Asystasia subbiflora,F,TRUE
Asystasia varia,F,TRUE
Asystasia welwitschii,F,TRUE
Atalantia acuminata,F,TRUE
Atalantia dasycarpa,F,TRUE
Atalantia guillauminii,F,TRUE
Atalantia henryi,F,TRUE
Atalantia simplicifolia,F,TRUE
Atalantia wightii,F,TRUE
Atalaya alata,F,TRUE
Atalaya angustifolia,F,TRUE
Atalaya australiana,F,TRUE
Atalaya capensis,F,TRUE
Atalaya hemiglauca,F,TRUE
Atalaya multiflora,F,TRUE
Atalaya natalensis,F,TRUE
Atalaya rigida,F,TRUE
Atalaya salicifolia,F,TRUE
Atalaya sericopetala,F,TRUE
Atalaya variifolia,F,TRUE
Atelanthera perpusilla,F,TRUE
Ateleia herbert-smithii,F,TRUE
Atemnosiphon coriaceus,F,TRUE
Athanasia adenantha,F,TRUE
Athanasia alba,F,TRUE
Athanasia bremeri,F,TRUE
Athanasia calophylla,F,TRUE
Athanasia capitata,F,TRUE
Athanasia cochlearifolia,F,TRUE
Athanasia crenata,F,TRUE
Athanasia crithmifolia,F,TRUE
Athanasia cuneifolia,F,TRUE
Athanasia dentata,F,TRUE
Athanasia elsiae,F,TRUE
Athanasia filiformis,F,TRUE
Athanasia flexuosa,F,TRUE
Athanasia grandiceps,F,TRUE
Athanasia hirsuta,F,TRUE
Athanasia humilis,F,TRUE
Athanasia imbricata,F,TRUE
Athanasia inopinata,F,TRUE
Athanasia juncea,F,TRUE
Athanasia leptocephala,F,TRUE
Athanasia linifolia,F,TRUE
Athanasia microcephala,F,TRUE
Athanasia microphylla,F,TRUE
Athanasia minuta,F,TRUE
Athanasia oocephala,F,TRUE
Athanasia pachycephala,F,TRUE
Athanasia pectinata,F,TRUE
Athanasia pinnata,F,TRUE
Athanasia pubescens,F,TRUE
Athanasia quinquedentata,F,TRUE
Athanasia rugulosa,F,TRUE
Athanasia scabra,F,TRUE
Athanasia sertulifera,F,TRUE
Athanasia spathulata,F,TRUE
Athanasia tomentosa,F,TRUE
Athanasia trifurcata,F,TRUE
Athanasia vestita,F,TRUE
Athanasia virgata,F,TRUE
Athanasia viridis,F,TRUE
Atherandra acutifolia,C,TRUE
Atherolepis venosa,C,TRUE
Atherolepis wallichii,C,TRUE
Atherosperma moschatum,F,TRUE
Athertonia diversifolia,F,TRUE
Athrixia angustissima,F,TRUE
Athrixia arachnoidea,F,TRUE
Athrixia capensis,F,TRUE
Athrixia crinita,F,TRUE
Athrixia debilis,F,TRUE
Athrixia elata,F,TRUE
Athrixia fontana,F,TRUE
Athrixia gerrardii,F,TRUE
Athrixia heterophylla,F,TRUE
Athrixia phylicoides,F,TRUE
Athroisma proteiforme,F,TRUE
Athrotaxis cupressoides,F,TRUE
Athrotaxis selaginoides,F,TRUE
Athyana weinmannifolia,F,TRUE
Athyrium crassicaule,F,FALSE
Athyrium filix-femina,F,TRUE
Athyrium scandicinum,F,TRUE
Athyrium schimperi,F,TRUE
Atractocarpus benthamianus,F,TRUE
Atractocarpus chartaceus,F,TRUE
Atractocarpus stipularis,F,TRUE
Atractogyne bracteata,C,TRUE
Atractylis cancellata,F,TRUE
Atractylis humilis,F,TRUE
Atragene sibirica,C,FALSE
Atraphaxis billardieri,F,TRUE
Atraphaxis pyrifolia,F,TRUE
Atraphaxis spinosa,F,TRUE
Atrichantha gemmifera,F,TRUE
Atrichoseris platyphylla,F,TRUE
Atriplex acutibractea,F,TRUE
Atriplex acutiloba,F,TRUE
Atriplex amboensis,F,TRUE
Atriplex angulata,F,TRUE
Atriplex aucheri,F,TRUE
Atriplex australasica,F,TRUE
Atriplex canescens,F,TRUE
Atriplex cinerea,F,TRUE
Atriplex crassipes,F,TRUE
Atriplex cryptocarpa,F,TRUE
Atriplex dimorphostegia,F,TRUE
Atriplex eardleyae,F,TRUE
Atriplex elachophylla,F,TRUE
Atriplex erosa,F,TRUE
Atriplex farinosa,F,TRUE
Atriplex fissivalvis,F,TRUE
Atriplex griffithii,F,TRUE
Atriplex halimus,F,TRUE
Atriplex holocarpa,F,TRUE
Atriplex hortensis,F,TRUE
Atriplex hypoleuca,F,TRUE
Atriplex incrassata,F,TRUE
Atriplex infrequens,F,TRUE
Atriplex intermedia,F,TRUE
Atriplex isatidea,F,TRUE
Atriplex lasiantha,F,TRUE
Atriplex leptocarpa,F,TRUE
Atriplex leucoclada,F,TRUE
Atriplex limbata,F,TRUE
Atriplex lindleyi,F,TRUE
Atriplex littoralis,F,TRUE
Atriplex lobativalvis,F,TRUE
Atriplex macropterocarpa,F,TRUE
Atriplex morrisii,F,TRUE
Atriplex muelleri,F,TRUE
Atriplex nessorhina,F,TRUE
Atriplex nummularia,F,TRUE
Atriplex pacifica,F,TRUE
Atriplex paludosa,F,TRUE
Atriplex papillata,F,TRUE
