Species,NFC,Legume,Order,Family,Data_fixing,Source,Source2,Data_corrected,Species_corrected,Analysed_Werner_etal.
Tamarindus indica,Yes,Yes,Fabales,Fabaceae,No,Sprent2009,Table6.2,No_correction,No_correction,Analysed
Cordeauxia edulis,Yes,Yes,Fabales,Fabaceae,No,Sprent2009,Table6.2,No_correction,No_correction,Not_analysed
Medica orbiculata,Yes,Yes,Fabales,Fabaceae,Yes,Sprent2009,Chapter4,No_correction,No_correction,Not_analysed
Acacia ataxacantha,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.3,No_correction,No_correction,Not_analysed
Acacia bonariensis,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.3,No_correction,No_correction,Analysed
Acacia eriocarpa,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.3,No_correction,No_correction,Analysed
Acacia greggii,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.3,No_correction,No_correction,Analysed
Acacia macrostachya,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.3,No_correction,No_correction,Analysed
Acacia paniculata,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.3,No_correction,No_correction,Not_analysed
Acacia pentagona,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.3,No_correction,No_correction,Not_analysed
Acacia pteridifolia,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.3,No_correction,No_correction,Not_analysed
Acacia sakalava,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.3,No_correction,No_correction,Not_analysed
Acacia schweinfurthii,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.3,No_correction,No_correction,Analysed
Acacia velutina,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.3,No_correction,No_correction,Not_analysed
Parkia decussata,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.4,No_correction,No_correction,Not_analysed
Parkia javanica,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.4,No_correction,No_correction,Not_analysed
Parkia platycephala,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.4,No_correction,No_correction,Not_analysed
Parkia timoriana,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.4,No_correction,No_correction,Analysed
Parkia ulei,Yes,Yes,Fabales,Fabaceae,No,Sprent2001,Table5.4,No_correction,No_correction,Analysed
Adenostoma fasciculatum,Yes,No,Rosales,Rosaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Arbutus menziesii,No,No,Ericales,Ericaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Arctostaphylos tomentosa,No,No,Ericales,Ericaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Artemisia californica,No,No,Asterales,Asteraceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Baccharis pilularis,No,No,Asterales,Asteraceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Clematis lasiantha,No,No,Ranunculales,Ranunculaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Dirca occidentalis,No,No,Malvales,Thymelaeaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Eriodictyon californicum,No,No,Unknown,Boraginaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Heteromeles arbutifolia,Yes,No,Rosales,Rosaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Holodiscus discolor,Yes,No,Rosales,Rosaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Lepechinia calycina,No,No,Lamiales,Lamiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Lonicera hispidula,No,No,Dipsacales,Caprifoliaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Mimulus aurantiacus,No,No,Lamiales,Phrymaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Prunus ilicifolia,Yes,No,Rosales,Rosaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Quercus agrifolia,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus durata,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Rhamnus californica,Yes,No,Rosales,Rhamnaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Rhamnus crocea,Yes,No,Rosales,Rhamnaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Ribes californicum,No,No,Saxifragales,Grossulariaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Ribes malvaceum,No,No,Saxifragales,Grossulariaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Sambucus canadensis,No,No,Dipsacales,Adoxaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Solanum umbelliferum,No,No,Solanales,Solanaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Toxicodendron diversilobum,No,No,Sapindales,Anacardiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Cheirodendron trigynum,No,No,Apiales,Araliaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Chenopodium oahuense,No,No,Caryophyllales,Amaranthaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Coprosma ochracea,No,No,Gentianales,Rubiaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Metrosideros polymorpha,No,No,Myrtales,Myrtaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Myoporum sandwicense,No,No,Lamiales,Scrophulariaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Myrsine lessertiana,No,No,Ericales,Primulaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Rhus sandwicensis,No,No,Sapindales,Anacardiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Rubus hawaiiensis,Yes,No,Rosales,Rosaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Styphelia tameiameiae,No,No,Ericales,Ericaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Vaccinium calycinum,No,No,Ericales,Ericaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Vaccinium reticulatum,No,No,Ericales,Ericaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Carex kauaiensis,No,No,Poales,Cyperaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Dodonaea viscosa,No,No,Sapindales,Sapindaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Dubautia scabra,No,No,Asterales,Asteraceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Heteropogon contortus,No,No,Poales,Poaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Myrsine sandwicensis,No,No,Ericales,Primulaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Pipturus albidus,Yes,No,Rosales,Urticaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Broussaisia arguta,No,No,Cornales,Hydrangeaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Clermontia montis-loa,No,No,Asterales,Campanulaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Freycinetia arborea,No,No,Pandanales,Pandanaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Coprosma ernodeoides,No,No,Gentianales,Rubiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Hedyotis centranthoides,No,No,Gentianales,Rubiaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Machaerina mariscoides,No,No,Poales,Cyperaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Betula papyrifera,Yes,No,Fagales,Betulaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Prunus serotina,Yes,No,Rosales,Rosaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Fraxinus americana,No,No,Lamiales,Oleaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus rubra,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus alba,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Castanea dentata,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Ulmus americana,Yes,No,Rosales,Ulmaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Acer rubrum,No,No,Sapindales,Sapindaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Acer saccharum,No,No,Sapindales,Sapindaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Acer pensylvanicum,No,No,Sapindales,Sapindaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Acalypha skutchii,No,No,Malpighiales,Euphorbiaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Aegiphila costaricensis,No,No,Lamiales,Lamiaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Allophylus camptostachys,No,No,Sapindales,Sapindaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Amphitecna tuxtlensis,No,No,Lamiales,Bignoniaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Astrocaryum mexicanum,No,No,Arecales,Arecaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Bactris mexicana,No,No,Arecales,Arecaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Brosimum alicastrum,Yes,No,Rosales,Moraceae,No,TRY,Wright,No_correction,No_correction,Analysed
Bursera simaruba,No,No,Sapindales,Burseraceae,No,TRY,Wright,No_correction,No_correction,Analysed
Capparis baducca,No,No,Brassicales,Capparaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Casearia sylvestris,No,No,Malpighiales,Salicaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Cecropia obtusifolia,Yes,No,Rosales,Urticaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Chamaedorea alternans,No,No,Arecales,Arecaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Chamaedorea pinnatifrons,No,No,Arecales,Arecaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Clarisia biflora,Yes,No,Rosales,Moraceae,No,TRY,Wright,No_correction,No_correction,Analysed
Coccoloba hondurensis,No,No,Caryophyllales,Polygonaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Cordia megalantha,No,No,Unknown,Boraginaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Croton schiedeanus,No,No,Malpighiales,Euphorbiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Cupania dentata,No,No,Sapindales,Sapindaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Cymbopetalum baillonii,No,No,Magnoliales,Annonaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Cynometra retusa,Yes,Yes,Fabales,Fabaceae,Yes,TRY,Wright,No_correction,No_correction,Not_analysed
Dendropanax arboreus,No,No,Apiales,Araliaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Faramea occidentalis,No,No,Gentianales,Rubiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Ficus tecolutensis,Yes,No,Rosales,Moraceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Ficus yoponensis,Yes,No,Rosales,Moraceae,No,TRY,Wright,No_correction,No_correction,Analysed
Guarea glabra,No,No,Sapindales,Meliaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Guarea grandifolia,No,No,Sapindales,Meliaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Hampea nutricia,No,No,Malvales,Malvaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Heliocarpus appendiculatus,No,No,Malvales,Malvaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Lonchocarpus guatemalensis,Yes,Yes,Fabales,Fabaceae,Yes,TRY,Wright,No_correction,No_correction,Not_analysed
Lunania mexicana,No,No,Malpighiales,Salicaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Mortoniodendron guatemalense,No,No,Malvales,Malvaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Myriocarpa longipes,Yes,No,Rosales,Urticaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Nectandra ambigens,No,No,Laurales,Lauraceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Omphalea diandra,No,No,Malpighiales,Euphorbiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Oreopanax guatemalensis,No,No,Apiales,Araliaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Orthion oblanceolatum,No,No,Malpighiales,Violaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Piper amalago,No,No,Piperales,Piperaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Piper auritum,No,No,Piperales,Piperaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Piper hispidum,No,No,Piperales,Piperaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Pleuranthodendron lindenii,No,No,Malpighiales,Salicaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Poulsenia armata,Yes,No,Rosales,Moraceae,No,TRY,Wright,No_correction,No_correction,Analysed
Pouteria durlandii,No,No,Ericales,Sapotaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Pouteria rhynchocarpa,No,No,Ericales,Sapotaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Pseudolmedia oxyphyllaria,Yes,No,Rosales,Moraceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Palicourea tetragona,No,No,Gentianales,Rubiaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Palicourea faxlucens,No,No,Gentianales,Rubiaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Psychotria flava,No,No,Gentianales,Rubiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Psychotria simiarum,No,No,Gentianales,Rubiaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Garcinia intermedia,No,No,Malpighiales,Clusiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Pterocarpus rohrii,Yes,Yes,Fabales,Fabaceae,Yes,TRY,Wright,No_correction,No_correction,Analysed
Quararibea yunckeri,No,No,Malvales,Malvaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Robinsonella mirandae,No,No,Malvales,Malvaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Salacia cordata,No,No,Celastrales,Celastraceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Spondias radlkoferi,No,No,Sapindales,Anacardiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Stemmadenia donnell-smithii,No,No,Gentianales,Apocynaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Trema micrantha,Yes,No,Rosales,Cannabaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Trichilia martiana,No,No,Sapindales,Meliaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Trichospermum mexicanum,No,No,Malvales,Malvaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Trophis mexicana,Yes,No,Rosales,Moraceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Staphylea occidentalis,No,No,Crossosomatales,Staphyleaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Urera caracasana,Yes,No,Rosales,Urticaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Urera elata,Yes,No,Rosales,Urticaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Vochysia guatemalensis,No,No,Myrtales,Vochysiaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Zanthoxylum kellermanii,No,No,Sapindales,Rutaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Quercus falcata,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus hemisphaerica,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus incana,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus laurifolia,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus laevis,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus myrtifolia,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus nigra,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus shumardii,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus pumila,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus stellata,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus margarettiae,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus michauxii,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus austrina,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus chapmanii,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus geminata,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus minima,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus virginiana,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Arbutus andrachne,No,No,Ericales,Ericaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Arbutus unedo,No,No,Ericales,Ericaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus coccifera,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Pistacia lentiscus,No,No,Sapindales,Anacardiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Myrtus communis,No,No,Myrtales,Myrtaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Olea europaea,No,No,Lamiales,Oleaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Phillyrea latifolia,No,No,Lamiales,Oleaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quercus ilex,Yes,No,Fagales,Fagaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Laurus nobilis,No,No,Laurales,Lauraceae,No,TRY,Wright,No_correction,No_correction,Analysed
Nerium oleander,No,No,Gentianales,Apocynaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Syzygium urophyllum,No,No,Myrtales,Myrtaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Syzygium stapfianum,No,No,Myrtales,Myrtaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Eurycoma longifolia,No,No,Sapindales,Simaroubaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Ficus deltoidea,Yes,No,Rosales,Moraceae,No,TRY,Wright,No_correction,No_correction,Analysed
Annona spraguei,No,No,Magnoliales,Annonaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Desmopsis panamensis,No,No,Magnoliales,Annonaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Guatteria dumetorum,No,No,Magnoliales,Annonaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Aspidosperma megalocarpon,No,No,Gentianales,Apocynaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Tabebuia rosea,No,No,Lamiales,Bignoniaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Ochroma pyramidale,No,No,Malvales,Malvaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Quararibea asterolepis,No,No,Malvales,Malvaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Cordia alliodora,No,No,Unknown,Boraginaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Protium tenuifolium,No,No,Sapindales,Burseraceae,No,TRY,Wright,No_correction,No_correction,Analysed
Tetragastris panamensis,No,No,Sapindales,Burseraceae,No,TRY,Wright,No_correction,No_correction,Analysed
Trattinnickia aspera,No,No,Sapindales,Burseraceae,No,TRY,Wright,No_correction,No_correction,Analysed
Tachigali versicolor,Yes,Yes,Fabales,Fabaceae,Yes,TRY,Wright,No_correction,No_correction,Analysed
Hirtella triandra,No,No,Malpighiales,Chrysobalanaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Alchornea costaricensis,No,No,Malpighiales,Euphorbiaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Croton billbergianus,No,No,Malpighiales,Euphorbiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Hieronyma alchorneoides,No,No,Malpighiales,Phyllanthaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Sapium glandulosum,No,No,Malpighiales,Euphorbiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Casearia arborea,No,No,Malpighiales,Salicaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Zuelania guidonia,No,No,Malpighiales,Salicaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Calophyllum longifolium,No,No,Malpighiales,Calophyllaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Miconia argentea,No,No,Myrtales,Melastomataceae,No,TRY,Wright,No_correction,No_correction,Analysed
Guarea guidonia,No,No,Sapindales,Meliaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Trichilia cipo,No,No,Sapindales,Meliaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Cecropia insignis,Yes,No,Rosales,Urticaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Virola sebifera,No,No,Magnoliales,Myristicaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Alseis blackiana,No,No,Gentianales,Rubiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Macrocnemum roseum,No,No,Gentianales,Rubiaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Zanthoxylum ekmanii,No,No,Sapindales,Rutaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Zanthoxylum panamense,No,No,Sapindales,Rutaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Cupania rufescens,No,No,Sapindales,Sapindaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Matayba sylvatica,No,No,Sapindales,Sapindaceae,No,TRY,Wright,No_correction,No_correction,Not_analysed
Chrysophyllum argenteum,No,No,Ericales,Sapotaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Pouteria reticulata,No,No,Ericales,Sapotaceae,No,TRY,Wright,No_correction,No_correction,Analysed
Simarouba amara,No,No,Sapindales,Simaroubaceae,No,TRY,Wright,No_correction,No_correction,Analysed
