new.sp,old.name
Hypericum amblyocalyx,Hypericum amblycalyx
Muscari spreizenhoferi,Muscari spreitzenhoferi
Agathis philippensis,Agathis philippinensis
Aleurites moluccanus,Aleurites moluccana
Aucoumea klaineana,Aucomea klaineana
Canarium schweinfurtii,Canarium schweinfurthii
Copaifera langsdorffii,Copaifera langsdorfii
Crotalaria goodiiformis,Crotalaria goodiaeformis
Hieronyma alchorneoides,Hyeronima alchorneoides
Schinus terebinthifolia,Schinus terebinthifolius
Securidaca longipedunculata,Securidaca longepedunculata
Syzygium cumini,Syzygium cuminii
Ziziphus nummularia,Zizyphus nummularia
Ziziphus spina-christi,Zizyphus spina-christi
Angkalanthus oligophylla,Angkalanthus oligophylia
Ballochia amoena,Ballochia amonena
Chorisochora minor,Chorisochaora minor
Chorisochora striata,Chorisochaora striata
Amaranthus sparganicephalus,Amaranthus sparganiocephalus
Calotropis procera,Calotripis procera
Cryptolepis volubilis,Cryptolepis volubillis
Duvaliandra dioscoridis,Duvaliandra discoridis
Echidnopsis inconspicua,Echidopsis inconspicua
Echidnopsis insularis,Echidopsis insularis
Echidnopsis socotrana,Echidopsis socotrana
Glossonema revoilii,Glossonema revoili
Cystostemon socotranum,Cystostemon socotranus
Boswellia dioscoridis,Boswellia dioscorides
Boswellia popoviana,Boswellia poppviana
Wahlenbergia lobelioides,Wahlenbergia lobeliodes
Anabasis ehrenbergii,Anabasis ehrendbergii
Distephanus gazmi,Distephanus qazmi
Convolvulus rhyniospermus,Convovulus rhyniospermus
Momordica charantia,Monordica charantia
Andrachne telephioides,Andrachne telephiodes
Leucas kishenensis,Leucas kischenensis
Leucas urticifolia,Leucas urticaefolia
Indigofera sokotrana,Indigofera socotrana
Melilotus indicus,Melilotus indica
Paracalyx balfouri,Paracalyx balfourii
Hibiscus macrogonus,Hibiscus macropodus
Hibiscus sidiformis,Hibiscus sidaeformis
Dorstenia gigas,Dorstenia giga
Kohautia subverticillata,Kohautia subverticellata
Ruta chalepensis,Ruta chalapensis
Nicandra physalodes,Nicandra physaloides
Grewia erythraea,Grewia erytheraea
Coelocarpum haggierense,Coelocarpum haggierensis
Adiantum poiretii,Adiantum poirettii
Marsilea coromandelina,Marsilea coromandeliana
Loxogramme abyssinica,Loxogramma abyssinica
Cyperus stramineoferrugineus,Cyperus stramineo-ferrugineus
Aristida funiculata,Aristidia funiculata
Brachiaria ovalis,Brachiara ovalis
Chrysopogon aucheri,Chrysopogo aucheri
Digitaria velutina,Digitaria veluntina
Oplismenus burmanni,Oplismenus burmannii
Panicum rigidum,Panicum rigdum
Paspalum scrobiculatum,Paspalam scrobiculatum
Hypoxis angustifolia,Hypozis angustifolia
Phoenix dactylifera,Phoenis dactylifera
Acer maximowiczianum,Acer maximowiczii
Adinandra milletii,Adinandra millettii
Aeschynanthus moningerae,Aeschynanthus moningeriae
Aleurites moluccanus,Aleurites moluccana
Alphonsea tsangyanensis,Alphonsea tsangyuanensis
Annona cherimola,Annona cherimolia
Capparis salicifolia,Capparis sabiifolia
Carpinus dayongiana,Carpinus dayongina
Castanopsis faberi,Castanopsis fabri
Castanopsis mekongensis,Castanopsis ledongensis
Cephalanthus tetrandra,Cephalanthus tetrandrus
Cinnamomum burmanni,Cinnamomum burmannii
Cinnamomum ilicioides,Cinnamomum illicioides
Cinnamomum longipaniculatum,Cinnamomum longepaniculatum
Diospyros nigrocortex,Diospyros nigricortex
Diospyros philippinensis,Diospyros philippensis
Diospyros rubrolanata,Diospyros rubra
Drimycarpus anacardifolius,Drimycarpus anacardiifolius
Elaeocarpus limitaneioides,Elaeocarpus limitaneoides
Eurya groffi,Eurya groffii
Eurya kueichouensis,Eurya kueichowensis
Eurya lanceiformis,Eurya lanciformis
Fontanesia phillyreoides,Fontanesia philliraeoides
Fraxinus mandshurica,Fraxinus mandschurica
Garcinia xipshuanbannaensis,Garcinia xishuanbannaensis
Glyptopetalum longipedunculatum,Glyptopetalum longepedunculatum
Hibiscus tilliaceus,Hibiscus tiliaceus
Ilex longicaudata,Ilex longecaudata
Ilex longicaudata,Ilex longecaudata
Ixora longhanensis,Ixora longshanensis
Lithocarpus arcaulus,Lithocarpus arcaula
Lithocarpus carolinae,Lithocarpus carolineae
Polyalthia lauii,Polyalthia laui
Psidium cattleianum,Psidium cattleyanum
Psydrax dicoccos,Psydrax dicocca
Pyrrosia polydactyla,Pyrrosia polydactylos
Quercus fabrei,Quercus fabri
Rhamnella martinii,Rhamnella martini
Salix araeostachya,Salix areostachya
Scyphiphora hydrophylacea,Scyphiphora hydrophyllacea
Stereospermum strigilosum,Stereospermum strigillosum
Syzygium gonshanense,Syzygium gongshanense
Syzygium kusukusuense,Syzygium kusukusense
Syzygium melanophilum,Syzygium melanophyllum
Tetradium calcicolum,Tetradium calcicola
Epilobium brevifolium,Epilobium breviflolium
Aconitum fletcherianum,Aconitum fletcheranum
Aconitum chuianum,Aconitum chuanum
Aconitum diqingens,Aconitum diqingense
Aconitum soongaricum,Aconitum soongoricum
Delphinium elliptico-ovatum,Delphinium ellipticovatum
Cimicifuga nanchuenensis,Cimicifuga nanchuanensis
Actinodaphne madraspatana,Actinodaphne maderaspatana
Aleurites moluccanus,Aleurites moluccana
Bridelia retusa,Briedelia retusa
Bruguiera gymnorhiza,Bruguiera gymnorrhiza
Crateva adansonii,Crataeva adansonii
Cyathocalyx zeylanicus,Cyathocalyx zeylanica
Elaeocarpus munroii,Elaeocarpus munronii
Garcinia imbertii,Garcinia imberti
Garcinia rubroechinata,Garcinia rubro-echinata
Hevea brasiliensis,Hevea braziliensis
Homalium ceylanicum,Homalium zeylanicum
Hydnocarpus pentandrus,Hydnocarpus pentandra
Litsea myristicifolia,Litsea myristicaefolia
Psydrax pergracilis,Psydrax pergracile
Ravenala madagascariensis,Ravenala madagascarensis
Saurauia napaulensis,Saurauia nepaulensis
Syzygium courtallense,Syzygium courtallensis
Trevia nudiflora,Trewia nudiflora
Asparagus gonoclados,Asparagus gonocladus
Clerodendrum thomsoniae,Clerodendrum thomsonae
Combretum album,Combretum albidum
Ctenolepis garcini,Ctenolepis garcinii
Entada rheedii,Entada rheedei
Jacquemontia pentanthos,Jacquemontia pentantha
Paracalyx scariosus,Paracalyx scariosa
Tristellateia australasiae,Tristellateia australis
Vigna bournaea,Vigna bourneae
Ziziphus oenopolia,Ziziphus oenoplia
Abutilon neelgherrense,Abutilon neilgherrense
Artemisia nilagirica,Artemisia nilagarica
Bridelia stipularis,Briedelia stipularis
Cordia cylindrostachya,Cordia cylindristachya
Grewia lanceifolia,Grewia lanceaefolia
Hedyotis albonerva,Hedyotis albonervia
Helicanthes elasticus,Helicanthes elastica
Helixanthera obtusatus,Helixanthera obtusata
Jatropha gossypiifolia,Jatropha gossypifolia
Lasianthus dichotomus,Lasianthus dichotomous
Microtropis macrocarpa,Microtropis microcarpa
Ocimum tenuiflorum,Ocimum tenuiiflorum
Sauropus saksenanus,Sauropus saksenianus
Solanum pseudocapsicum,Solanum pseudo-capsicum
Solanum sisymbriifolium,Solanum sisymbrifolium
Vernonia raui,Vernonia rauii
Adelobotrys tessmannii,Adelobotrys tessmanii
Monolena primuliflora,Monolena primulaeflora
Ossaea araneifera,Ossaea araneiflera
Datura innoxia,Datura inoxia
Ocotea jacquinii,Ocotea jacquini
Cleistocactus roseiflorus,Cleistocactus grossei
Corryocactus quadranularis,Corryocactus quadrangularis
Coryphantha salinensis,Coryphantha calipensis
Echinomastus johnstonii,Echinomastus johnsonii
Echinopsis glauca,Echinopsis glaucina
Espostoa lanata,Espostoa nana
Gymnocalycium alboareolatum,Gymnocalycium albiareolatum
Harrisia tetracantha,Harrisia taetra
Opuntia sulphurea,Opuntia sulfurea
Opuntia santarita,Opuntia santa-rita
Schlumbergera russelianum,Schlumbergera russeliana
Ficus bracteata,Ficus bracheata
Ficus cucurbitina,Ficus cucurbinita
Ficus drupacea,Ficus drupaceae
Ficus binnendijkii,Ficus binnendykii
Ficus pellucidopunctata,Ficus pellucido-punctata
Ficus tristaniifolia,Ficus tristanifolia
Ficus baeuerlenii,Ficus baeuerleni
Ficus dalhousiae,Ficus dalhouseae
Ficus microsyce,Ficus microsycea
Ficus phanrangensis,Ficus pharangensis
Ficus subcaudata,Ficus subcaudat
Trophis phillipinensis,Trophis philippinensis
Artocarpus teysmannii,Artocarpus teijsmannii
Artocarpus vriesianus,Artocarpus vrieseanus
Ficus cuatrecasasiana,Ficus cuatrecasana
Peperomia aceroana,Peperomia macedoana
Peperomia pereskiifolia,Peperomia pereskiaefolia
Peperomia distachya,Peperomia distachyos
Peperomia macrostachya,Peperomia macrostachyos
Echeveria prunina,Echeveria prunin
Sedum hemsleanum,Sedum hemsleyanum
Clusia spathulifolia,Clusia spathulaefolia
Clusia valerii,Clusia valerioi
Calibrachoa pygmea,Calibrachoa pygmaea
Cestrum schlechtendahlii,Cestrum schlechtendalii
Cestrum strigillatum,Cestrum strigilatum
Datura innoxia,Datura inoxia
Dyssochroma viridiflora,Dyssochroma viridiflorum
Protoschwenkia mandonii,Protoschwenckia mandonii
Solanum granuloso-leprosum,Solanum granulosoleprosum
Solanum schomburgkii,Solanum schomburghii
Datura innoxia,Datura inoxia
Datura innoxia,Datura inoxia
Datura innoxia,Datura inoxia
Cestrum strigillatum,Cestrum strigilatum
Schwenckia grandiflora,Schwenkia grandiflora
Solanum ahanhuiri,Solanum ajanhuiri
Solanum lanceifolium,Solanum lancaeifolium
Solanum stramoniifolium,Solanum stramonifolium
Markea sessiliflora,Markea sessilifora
Schultesianthus crosbyanus,Schultesianthus crosbianus
Juanulloa speciosa,Juanulloa spechosa
Juanulloa ferruginea,Juanulloa ferrugine
Micropolypodium sikkimensis,Micropolypodium sikkimense
Phlegmariurus nyalamensis,Phlegmariurus nylamensis
Neomirandea arthodes,Neomirandea arthrodes
Corybas cryptanthus,Coryhas cryptanthus
Pentacalia morazensis,Pentacalia moronensis
Centropogon gesneriformis,Centropogon gesneriiformis
Besleria flavovirens,Besleria flavo-virens
Columnea kalbreyeriana,Columnea kahlbreyeriana
Eleutherococcus setulosus,Eleutherococcus setosus
Tripterospermum pinbianense,Tripterospermum pingbianense
Gentiana emodi,Gentiana emodii
Gentiana himalayensis,Gentiana himalayaensis
Gentiana kauffmanniana,Gentiana kaufmanniana
Gentiana tubiflora,Gentiana pubiflora
Gentiana nudicaulis,Gentiana pudica
Gentiana sino-ornata,Gentiana sinoornata
Gentiana sino-ornata,Gentiana sinoornata
Gentiana sino-ornata,Gentiana sinoornata
Swertia leduci,Swertia leducii
Swertia zayuensis,Swertia zayueensis
Gentianella cunninghamii,Gentianella cunninghami
Gentianella nummularifolia,Gentianella nummulariifolia
Halenia alata,Halenia elata
Dischidia longipedunculata,Dischidia longepedunculata
Clusia spathulifolia,Clusia spathulaefolia
Ficus nymphaeifolia,Ficus nymphiifolia
Ficus cuatrecasasiana,Ficus cuatrecasana
Coussapoa longipedunculata,Coussapoa longepedunculata
Coussapoa longipedunculata,Coussapoa longepedunculata
Ficus cuatrecasasiana,Ficus cuatrecasana
Acisanthera hedyotoidea,Acisanthera hedyotidea
Adelobotrys tessmannii,Adelobotrys tessmanii
Arthrostemma ciliatum,Arthrostema ciliatum
Chaetostoma cupressinum,Chaetostoma cupressimum
Clidemia kappleri,Clidemia kapplerii
Ernestia cataractae,Ernestia lata
Henriettea williamsii,Henriettea williamii
Leandra balansae,Leandra balansaei
Miconia cinchonaefolia,Miconia cinchonifolia
Miconia grandifolia,Miconia grandifoliata
Miconia rimbachii,Miconia rimachii
Miconia saldanhaei,Miconia saldanhae
Miconia tiliifolia,Miconia tiliaefolia
Microlicia obtusifolia,Microlicia obtusa
Mouriri eugeniifolia,Mouriri eugeniaefolia
Pterolepis parnassifolia,Pterolepis parnassiifolia
Blakea cuatrecasii,Blakea cuatrecasasii
Topobea dodsonorum,Topobea dodsoniorum
Topobea subscaberula,Topobea subscabrula
Miconia doriana,Miconia doniana
Miconia theizans,Miconia theaezans
Clidemia clandestina,Clidemia clandestine
Clidemia fraterna,Clidemia fraternal
Clidemia oblonga,Clidemia oblong
Crassula oblanceolata,Crassula lanceolata
Kalanchoe fernandesi,Kalanchoe fernandesii
Rosularia sempervivoides,Rosularia sempervivum
Sedum cespitosum,Sedum caespitosum
Sedum hemsleanum,Sedum hemsleyanum
Tylecodon mallei,Tylecodon hallii
Amyema conspicua,Amyema conspicuum
Amyema linophylla,Amyema linophyllum
Amyema miraculosa,Amyema miraculosum
Celtis orthocanthos,Celtis orthacanthos
Sedum cespitosum,Sedum caespitosum
Carex halleriana,Carex hallerana
Ampelodesmos mauritanicus,Ampelodesmos mauritanica
Mendoncia vellozoana,Mendoncia velloziana
Ditassa glaziovii,Ditassa glazioui
Forsteronia vellozoana,Forsteronia velloziana
Oxypetalum boudetii,Oxypetalum boudeti
Oxypetalum boudetii,Oxypetalum boudettii
Oxypetalum flavopurpureum,Oxypetalum flavopupureum
Prestonia plumeriifolia,Prestonia plumierifolia
Tassadia berteroanum,Tassadia berteroana
Philodendron maculatum,Philodendron acutatum
Aristolochia filipendula,Aristolochia filipendulina
Aristolochia hilariana,Aristolochia hilaireana
Aristolochia setosa,Aristolochia setulosa
Aristolochia stomachoidis,Aristolochia stomachoides
Mikania citriodora,Mikania citrodora
Mikania salzmanniaefolia,Mikania salzmanniifolia
Mikania vismiaefolia,Mikania vismiifolia
Adenocalymma axillarum,Adenocalymma axillare
Adenocalymma mollis,Adenocalymma molle
Adenocalymma salzmannii,Adenocalymma salzmanii
Amphilophium laevis,Amphilophium laeve
Bignonia ramantacea,Bignonia ramentacea
Fridericia artherion,Fridericia arthrerion
Lundia damazii,Lundia damazioi
Tanaecium neobrasiliensis,Tanaecium neobrasiliense
Tynanthus gondotianus,Tynanthus goudotianus
Celastrus liebmannii,Celastrus liebmanii
Prionostemma aspera,Prionostemma asperum
Combretum hilariana,Combretum hilarianum
Ipomoea marabensis,Ipomoea marabaensis
Gurania pseudospinulosa,Gurania pseudo-spinulosa
Sicyos polyacanthos,Sicyos polyacanthus
Trichosanthes cucumerina,Tricosanthes cucumerina
Dioscorea itatiensis,Dioscorea itatiaiensis
Dioscorea mantigueirensis,Dioscorea mantiqueirensis
Cratylia hypargyraea,Cratylia hypargyrea
Mimosa myriadena,Mimosa myriadenia
Pleurisanthes artocarpi,Pleurisanthes artocarpis
Heteropterys mathewsiana,Heteropterys mathewsana
Stigmaphyllon matogrossense,Stigmaphyllon mattogrossense
Stigmaphyllon saltzmannii,Stigmaphyllon salzmannii
Byttneria pescapriifolia,Byttneria pescapraeifolia
Adelobotrys tessmannii,Adelobotrys tessmanii
Anomospermum solimoesianum,Anomospermum solimoesanum
Chondrodendron platyphyllum,Chondrodendron platiphyllum
Telitoxicum negroense,Telitoxicum negroensis
Vellosiella dracocephaloides,Velloziella dracocephaloides
Passiflora pittieri,Passiflora pottiae
Passiflora sidiifolia,Passiflora sidifolia
Gouania frangulifolia,Gouania frangulaefolia
Rubus erythrocladus,Rubus erythroclados
Smilax siphilitica,Smilax syphilitica
Anchietea exaltata,Anchietea exalata
Anchietea sellowiana,Anchietea selloviana
Cissus paullinifolia,Cissus paulliniifolia
Cardiandra alternifolia,Cardiandra alternifoli
Deinanthe caerulea,Deinanthe caerula
Garcinia adinantha,Garcinia adiantha
Aleurites moluccanus,Aleurites moluccana
Macaranga membranacea,Macaranga membranaceae
Erythrospermum acuminatissimum,Erythrospermum accuminatissimum
Decaisnina forsteriana,Decaisnina forsterana
Hibiscus tilliaceus,Hibiscus tiliaceus
Ficus fulvopilosa,Ficus fulvo-pilosa
Syzygium fijiense,Syzygium filiense
Antirhea inconspicua,Antirhea incospicua
Gardenia gordonii,Gardenia gordoni
Guettarda wagapensis,Guettarda wayaensis
Mastixiodendron flavidum,Mastixidendron flavidum
Spermacoce remota,Spermacoce remots
Oberonia heliophila,Obersonia heliophila
Oplismenus hirtellus,Oplismenus histellus
Eucalyptus blaxlandi,Eucalyptus blaxlandii
Eucalyptus lane-poolei,Eucalyptus lanepoolei
Eucalyptus mackintyi,Eucalyptus mackintii
Lagunaria patersonia,Lagunaria patersonii
Acacia celastrifolia,Acacia celsa
Afrocarpus falcatus,Afrocarpus falcata
Alectryon connatum,Alectryon connatus
Alectryon subcinereum,Alectryon subcinereus
Alectryon tomentosum,Alectryon tomentosus
Alectryon subdentatum,Alectryon subdentatus
Alectryon subdentatum,Alectryon subdentatus
Archidendron lovelliae,Archidendron lovellae
Cryptocarya bellendenkeriana,Cryptocarya bellendenkerana
Cryptocarya burckeana,Cryptocarya burckiana
Dendrocnide photiniphylla,Dendrocnide photinophylla
Euroschinus falcatus,Euroschinus falcata
Pleiogynium timoriense,Pleiogynium timorense
Pternandra caerulescens,Pternandra coerulescens
Bruguiera gymnorhiza,Bruguiera gymnorrhiza
Buchanania arborescens,Bucchanania arborescens
Buchanania obovata,Bucchanania obovata
Celtis philippensis,Celtis philippinensis
Erythroxylum ellipticum,Erythroxylum elliipticum
Hibiscus tilliaceus,Hibiscus tiliaceus
Mallotus philippensis,Mallotus philippinensis
Melaleuca rigidifolia,Melaleuca viridifolia
Pittosporum phillyraeoides,Pittosporum phylliraeoides
Acacia mabellae,Acacia mabelliae
Alectryon tomentosum,Alectryon tomentosus
Aleurites moluccanus,Aleurites moluccana
Anthocarpa nitidula,Anthocarapa nitidula
Bridelia exaltata,Briedelia exaltata
Castanospora alphandi,Castanospora alphandii
Dendrocnide photiniphylla,Dendrocnide photinophylla
Dinosperma erythrococca,Dinosperma erythrococcum
Elaeocarpus grandiflorus,Elaeocarpus grandis
Elaeocarpus eumundi,Elaeocarpus eumundii
Emmenosperma alphitonoides,Emmenosperma alphitonioides
Eucalyptus blaxlandi,Eucalyptus blaxlandii
Euroschinus falcatus,Euroschinus falcata
Gmelina leichardtii,Gmelina leichhardtii
Lagunaria patersonia,Lagunaria patersonii
Acacia anarthos,Acacia anarthros
Choretrum candollei,Choretum candollei
Alectryon coriaceus,Alectryon coriaceous
Alectryon subcinereum,Alectryon subcinereus
Eremophila bignoniflora,Eremophila bignoniiflora
Glochidion ferdinandii,Glochidion ferdinandi
Hibiscus tilliaceus,Hibiscus tiliaceus
Medicosma cunnighamii,Medicosma cunninghamii
Homalanthus populifolius,Omalanthus populifolius
Rapanea variablis,Rapanea variabilis
Wilkiea hugeliana,Wilkiea huegeliana
Eremophila bignoniflora,Eremophila bignoniiflora
Acacia creatacea,Acacia cretacea
Acacia inophyloia,Acacia inophloia
Alectryon subdentatum,Alectryon subdentatus
Banksia serrata,Banksia serra
Dendrocnide moroidea,Dendrocnide moroides
Euonymus australianus,Euonymus australiana
Terminalia oblonga,Terminalia oblongata
Wilkiea hugeliana,Wilkiea huegeliana
Anthobolus leptomeroides,Anthobolus leptomerioides
Haeckeria cassiniiformis,Haeckeria cassiniaeformis
Scaevola glabra,Scaevola glabrata
Eremophila ternifolia,Eremophila alternifolia
Melaleuca eleuterostachya,Melaleuca eleutherostachya
Adenanthos macropodianus,Adenanthos macropodiana
Anthobolus leptomeroides,Anthobolus leptomerioides
Solanum hermannii,Solanum hermanni
Adenanthos barbigerus,Adenanthos barbiger
Adenanthos pamelus,Adenanthos pamela
Adenanthos strictus,Adenanthos stictus
Anthobolus leptomeroides,Anthobolus leptomerioides
Banksia lehmanniana,Banksia lemanniana
Banksia solandrii,Banksia solandri
Celastrus subspicatus,Celastrus subspicata
Dodonaea ptarmicifolia,Dodonaea ptarmicaefolia
Dodonaea larraeoides,Dodonaea larreoides
Dryandra shuttelworthiana,Dryandra shuttleworthiana
Grevillea bronweniae,Grevillea bronwenae
Grevillea williamsoni,Grevillea williamsonii
Grevillea hugelii,Grevillea huegelii
Grevillea maccutcheonii,Grevillea mccutcheonii
Grevillea preissei,Grevillea preissii
Grevillea christiniae,Grevillea christinae
Grevillea preissei,Grevillea preissii
Grevillea preissei,Grevillea preissii
Rhyticaryum longifolium,Ryticaryum longifolium
Scaevola glabra,Scaevola glabrata
Senna timoriensis,Senna timorensis
Senna macrophylla,Senna microphylla
Eremophila canaliculata,Eremophila caniculata
Eremophila ternifolia,Eremophila alternifolia
Eremophila annosocaulis,Eremophila annosocaule
Eremophila pantoni,Eremophila pantonii
Eremophila eriocalyx,Eremophila erioclayx
Eremophila compressa,Eremophila compresa
Eremophila perglandulosa,Eremophila pergalndulosa
Eremophila lehmanniana,Eremophila lehamnniana
Eremophila bignoniflora,Eremophila bignoniiflora
Eremophila macgillivrayi,Eremophila macgillivrayii
Crotalaria novae-hollandiae,Crotolaria novae-hollandiae
Ziziphus oenopolia,Ziziphus oenoplia
Croninia kingiana,Cronnia kingiana
Scaevola macrophylla,Scaevola microphylla
Callistachys lanceolata,Callistachys lanceolatum
Gastrolobium congestum,Gastrolobium confertum
Adenanthos barbigerus,Adenanthos barbiger
Franklandia triaristata,Franklandia triasristata
Grevillea bronweniae,Grevillea bronwenae
Boronia fastigiata,Boronia fastigata
Boronia hippopalus,Boronia hippopala
Acacia barringtonensis,Acacia torringtonensis
Bertya pomaderrioides,Bertya pomaderroides
Beyeria lechenaultii,Beyeria leschenaultii
Correa bauerlenii,Correa baeuerlenii
Dendrocnide moroidea,Dendrocnide moroides
Eremophila ternifolia,Eremophila alternifolia
Eucalyptus odontocarpa,Eucalyptus codonocarpa
Grevillea hugelii,Grevillea huegelii
Linospadix monostachyos,Linospadix monostachya
Homalanthus stillingifolius,Omalanthus stillingifolius
Pultenaea hartmannii,Pultenaea hartmanii
Pultenaea prostrata,Pultenaea rostrata
Pultenaea hartmannii,Pultenaea hartmanii
Senna formosa,Senna form
Senna formosa,Senna form
Amyema linophylla,Amyema linophyllum
Amyema biniflora,Amyema biniflorum
Amyema conspicua,Amyema conspicuum
Amyema miraculosa,Amyema miraculosum
Amyema mackayensis,Amyema mackayense
Rhipogonum elseyanum,Ripogonum elseyanum
Rhipogonum fawcettianum,Ripogonum fawcettianum
Rhipogonum discolor,Ripogonum discolor
Tetragonia tetragonioides,Tetragonia tetrgonioides
Scleroblitum atriplicinum,Sclerobliltum atriplicinum
Wahlenbergia littoricola,Wahlenbergia litticola
Paronychia braziliana,Paronychia brasiliana
Capsella bursa-pastoris,Capsella bursapastoris
Plantago hispidula,Plantago hispida
Datura innoxia,Datura inoxia
Ammannia uniflora,Ammannia pubiflora
Conostylis scorsiflora,Conostylis seorsiflora
Conostylis scorsiflora,Conostylis seorsiflora
Conostylis scorsiflora,Conostylis seorsiflora
Goodenia pterygosperma,Goodenia pterigosperma
Goodenia pusilliflora,Goodenia pusilla
Goodenia chthonocephala,Goodenia chthonocephalata
Goodenia vilmoriniae,Goodenia vilmorinae
Goodenia forestii,Goodenia forrestii
Goodenia larupinta,Goodenia larapinta
Ranunculus canus,Ranunculus nanus
Scaevola macrophylla,Scaevola microphylla
Dipodium stenocheilum,Dipodium stenochilum
Utricularia fulva,Urticularia fulva
Utricularia odorata,Urticularia odorata
Ptilotus sericostachyus,Ptilotus sericostachys
Apium annuum,Apium annum
Leptorhynchos scaber,Leptorynchos scaber
Drosera glanduligera,Drosera glandulifera
Goodenia pusilliflora,Goodenia pusilla
Utricularia australis,Urticularia australis
Utricularia benthamii,Urticularia benthamii
Utricularia inaequalis,Urticularia inaequalis
Utricularia paulineae,Urticularia paulineae
Utricularia simplex,Urticularia simplex
Utricularia violacea,Urticularia violacea
Utricularia volubilis,Urticularia volubilis
Utricularia menziesii,Urticularia menziesii
Utricularia multifida,Urticularia multifida
Utricularia tenella,Urticularia tenella
Levenhookia preissii,Levenhookia priessii
Stylidium roseoalatum,Stylidium roseo-alatum
Fimbristylis alata,Fimbristylis velata
Schoenus multiglumis,Schoenus multiglumus
Anigozanthos preissii,Anigozanthos priessii
Juncus bufonius,Juncus bufonis
Triglochin calcitrapa,Triglochin calcitrapum
Triglochin centrocarpa,Triglochin centrocarpum
Triglochin minutissima,Triglochin minutissimum
Triglochin trichophora,Triglochin trichophorum
Cyanicula gertrudeae,Cyanicula gertrudiae
Diuris heberlei,Diuris herberlei
Ranunculus canus,Ranunculus nanus
Carex longibrachiata,Carex longebrachiata
Cyclospermum leptophyllum,Ciclospermum leptophyllum
Coix lacryma-jobi,Coix lachryma-jobi
Craspedia maxgrayi,Craspedia maxgrayii
Datura innoxia,Datura inoxia
Diplaspis hydrocotylea,Diplaspis hydrocotyle
Drosera burmanni,Drosera burmannii
Euchiton umbricola,Euchiton umbricolus
Fimbristylis alata,Fimbristylis velata
Hypochaeris radiata,Hypochaeris radicata
Juncus firmus,Juncus firmis
Lepidium muelleriferdinandi,Lepidium muelleri-ferdinandi
Lindsaea macrophylla,Lindsaea microphylla
Marsilea nubica,Marsilea mutica
Mentha saturejoides,Mentha satureioides
Muelleranthus trifoliolatus,Muelleranthus trifoliatus
Paronychia braziliana,Paronychia brasiliana
Phaius tankervilleae,Phaius tankervilliae
Piptatherum miliaceum,Piptatherum miliacea
Plantago hispidula,Plantago hispida
Polygala linarifolia,Polygala linariifolia
Prasophyllum exile,Prasophyllum exilis
Rutidosis leptorhynchoides,Rutidosis leptorrhynchoides
Selaginella fragillima,Selaginella gracillima
Spirodela polyrrhiza,Spirodela polyrhiza
Sporobolus diandrus,Sporobolus diander
Sporobolus carolii,Sporobolus caroli
Stylidium tenellum,Stylidium tenerum
Thelymitra merraniae,Thelymitra merranae
Thelymitra megacalyptra,Thelymitra megcalyptra
Triglochin turrifera,Triglochin turriferum
Triglochin hexagona,Triglochin hexagonum
Triglochin centrocarpa,Triglochin centrocarpum
Triglochin calcitrapa,Triglochin calcitrapum
Arthraxon castratus,Arthraxon castratu
Cynochloris reynoldsensis,Cynochloris reynoldensis
Eriachne armitii,Eriachne armittii
Oplismenus burmanni,Oplismenus burmannii
Schizachyrium mitchellianum,Schizachyrium mitchelliana
Sporobolus carolii,Sporobolus caroli
Maurandya barclayana,Maurandya barclaiana
Adenocalymma prancei,Adenocalymma pranceii
Aristolochia kunmingensis,Aristolochia kunmingsis
Aristolochia sprucei,Aristolochia spruceii
Aristolochia trulliformis,Aristolochia truliformis
Artabotrys honkongensis,Artabotrys hongkongensis
Artabotrys suaveolens,Artabotrys suaveolus
Bignonia campanulata,Bignonia campanulatum
Bignonia sciuripabula,Bignonia sciuripabulum
Calamus myriacanthus,Calamus myricanthus
Cansjera rheedei,Cansjera rheedii
Capparis micracantha,Capparis micrantha
Cayratia gracilis,Cauratia gracilis
Celastrus subspicatus,Celastrus subspicata
Ceropegia sankuruensis,Ceropegia sankurensis
Cissus palmatifida,Cissus palmatiffida
Cissus tweedieana,Cissus tweediana
Combretum album,Combretum albidum
Connarus schultesii,Connarus schultessi
Cyphostemma kilimandscharicum,Cyphostemma kilimandscharica
Dichapetalum pedunculatum,Dichapetalum penduculatum
Dioclea malacocarpa,Dioclea melanocarpa
Fissistigma rugosum,Fissistigma rugosa
Forsteronia vellozoana,Forsteronia velloziana
Fridericia schumanniana,Fridericia schummanniana
Ipomoea philomega,Ipomoea phyllomega
Machaerium multifoliolatum,Machaerium multifoliatum
Mendoncia obovata,Mendoncia odorata
Mendoncia vellozoana,Mendoncia velloziana
Passiflora araujoi,Passiflora aroujoi
Paullinia mallophylla,Paullinia mallophyla
Perianthomega vellozoi,Perianthomega vellozii
Piper betle,Piper beetle
Piper vitaceum,Piper ritaceum
Rhipogonum album,Ripogonum album
Rhipogonum discolor,Ripogonum discolor
Rhipogonum scandens,Ripogonum scandens
Securidaca sylvestris,Securidaca silvestris
Smilax siphilitica,Smilax syphilitica
Stizophyllum riparium,Styzophyllum riparium
Tetrapterys seemannii,Tetrapteris seemannii
Tynanthus cognatus,Tynnanthus cognatus
Tynanthus croatianus,Tynnanthus croatianus
Tynanthus fasciculatus,Tynnanthus fasciculatus
