bad,good
Aconitum_soongoricum,Aconitum_soongaricum
Actinodaphne_maderaspatana,Actinodaphne_madraspatana
Adelobotrys_tessmanii,Adelobotrys_tessmannii
Adenanthos_macropodiana,Adenanthos_macropodianus
Adenocalymma_pranceii,Adenocalymma_prancei
Adenocalymma_salzmanii,Adenocalymma_salzmannii
Adiantum_poirettii,Adiantum_poiretii
Adinandra_millettii,Adinandra_milletii
Aeschynanthus_moningeriae,Aeschynanthus_moningerae
Aeschynomene_rhodesiaca,Aeschynomene_rhodesica
Afrocarpus_falcata,Afrocarpus_falcatus
Agapetes_medogensi,Agapetes_medogensis
Agave_cantula,Agave_cantala
Alectryon_connatus,Alectryon_connatum
Alectryon_coriaceous,Alectryon_coriaceus
Allium_barszczewskii,Allium_barsczewskii
Aloe_rapanarivo,Aloe_rapanarivoi
Alphonsea_tsangyuanensis,Alphonsea_tsangyanensis
Amaranthus_sparganiocephalus,Amaranthus_sparganicephalus
Ammannia_pubiflora,Ammannia_uniflora
Amorphophallus_bangkokensis,Amorphophallus_bankokensis
Amyema_bifurcatum,Amyema_bifurcata
Amyema_biniflorum,Amyema_biniflora
Amyema_friesianum,Amyema_friesiana
Amyema_mackayense,Amyema_mackayensis
Amyema_quaternifolium,Amyema_quaternifolia
Amyema_queenslandicum,Amyema_queenslandica
Amyema_villiflorum,Amyema_villiflora
Anabasis_ehrendbergii,Anabasis_ehrenbergii
Anchietea_exalata,Anchietea_exaltata
Anchietea_selloviana,Anchietea_sellowiana
Andrachne_telephiodes,Andrachne_telephioides
Anemone_tschernjaewii,Anemone_tschernaewii
Angkalanthus_oligophylia,Angkalanthus_oligophylla
Anigozanthos_priessii,Anigozanthos_preissii
Annona_cherimolia,Annona_cherimola
Anthemis_kandharica,Anthemis_kandaharica
Anthobolus_leptomerioides,Anthobolus_leptomeroides
Antigonon_guatemalense,Antigonon_guatimalense
Antirhea_incospicua,Antirhea_inconspicua
Apium_annum,Apium_annuum
Aponogeton_hexapetalus,Aponogeton_hexatepalus
Archidendron_lovellae,Archidendron_lovelliae
Arctous_microphyllus,Arctous_microphylla
Arctous_ruber,Arctous_rubra
Argyrolobium_ascendens,Argyrolobium_adscendens
Argyrolobium_parviflorum,Argyrolobium_pauciflorum
Aristolochia_filipendulina,Aristolochia_filipendula
Aristolochia_hilaireana,Aristolochia_hilariana
Aristolochia_setulosa,Aristolochia_setosa
Aristolochia_spruceii,Aristolochia_sprucei
Aristolochia_stomachoides,Aristolochia_stomachoidis
Aristolochia_truliformis,Aristolochia_trulliformis
Artabotrys_suaveolus,Artabotrys_suaveolens
Artemisia_nilagarica,Artemisia_nilagirica
Arthraxon_castratu,Arthraxon_castratus
Artocarpus_hypargyraea,Artocarpus_hypargyreus
Artocarpus_lakucha,Artocarpus_lacucha
Artocarpus_teijsmannii,Artocarpus_teysmannii
Artocarpus_vrieseanus,Artocarpus_vriesianus
Artocarpus_vriesiana,Artocarpus_vriesianus
Asparagus_gonocladus,Asparagus_gonoclados
Astragalus_ideaus,Astragalus_idaeus
Astragalus_pseudo-psilacanthus,Astragalus_pseudopsilacanthus
Atraphaxis_billardierei,Atraphaxis_billardieri
Atriplex_pamirica,Atriplex_pacifica
Babiana_hypogaea,Babiana_hypogea
Ballochia_amonena,Ballochia_amoena
Banksia_lemanniana,Banksia_lehmanniana
Barleria_albi-pilosa,Barleria_albipilosa
Barleria_decaisniana,Barleria_decaisneana
Barleria_kitchingii,Barleria_kitchingi
Barleria_phillyreaefolia,Barleria_phillyreifolia
Barleria_vincaefolia,Barleria_vincifolia
Bauhinia_darainensis,Bauhinia_martinensis
Bertya_pomaderroides,Bertya_pomaderrioides
Besleria_flavo-virens,Besleria_flavovirens
Bignonia_campanulatum,Bignonia_campanulata
Bignonia_sciuripabulum,Bignonia_sciuripabula
Boronia_fastigata,Boronia_fastigiata
Boronia_hippopala,Boronia_hippopalus
Boswellia_dioscorides,Boswellia_dioscoridis
Boswellia_poppviana,Boswellia_popoviana
Brachystelma_arnotii,Brachystelma_arnottii
Brachystelma_barberae,Brachystelma_barberiae
Brachystelma_circinatum,Brachystelma_circinnatum
Brownleea_coerulea,Brownleea_caerulea
Bruguiera_gymnorrhiza,Bruguiera_gymnorhiza
Bulbinella_barkeriae,Bulbinella_barkerae
Burmeistera_fusco-apicata,Burmeistera_fuscoapicata
Caesalpinia_bracteata,Caesalpinia_bracteosa
Caesalpinia_merxmuellerana,Caesalpinia_merxmuelleriana
Caesalpinia_pearsonii,Caesalpinia_pearsoni
Calamagrostis_stoliczkai,Calamagrostis_stolizkai
Calamus_myricanthus,Calamus_myriacanthus
Callistachys_lanceolatum,Callistachys_lanceolata
Calophyllum_morobense,Calophyllum_morobensis
Capparis_grandidieri,Capparis_grandidiera
Capparis_sabiifolia,Capparis_salicifolia
Capsella_bursapastoris,Capsella_bursa-pastoris
Cardiandra_alternifoli,Cardiandra_alternifolia
Carex_modesti,Carex_molestiformis
Carpinus_dayongina,Carpinus_dayongiana
Cassipourea_phoeotricha,Cassipourea_phaeotricha
Castanopsis_ledongensis,Castanopsis_mekongensis
Catharanthus_pusilla,Catharanthus_pusillus
Celastrus_liebmanii,Celastrus_liebmannii
Centropogon_gesneriiformis,Centropogon_gesneriformis
Centropogon_vittariaefolius,Centropogon_vittariifolius
Cercis_griffithi,Cercis_griffithii
Ceropegia_noorjahani,Ceropegia_noorjahaniae
Cestrum_schlechtendalii,Cestrum_schlechtendahlii
Cestrum_strigilatum,Cestrum_strigillatum
Chlorophytum_lewisiae,Chlorophytum_lewisae
Cimicifuga_nanchuanensis,Cimicifuga_nanchuenensis
Cinnamomum_illicioides,Cinnamomum_ilicioides
Cinnamomum_longepaniculatum,Cinnamomum_longipaniculatum
Cissus_palmatiffida,Cissus_palmatifida
Cissus_paulliniifolia,Cissus_paullinifolia
Cleistocactus_grossei,Cleistocactus_roseiflorus
Clematis_anethifolia,Clematis_methifolia
Cleome_semitetrandra,Cleome_semitetandra
Clerodendrum_paucidentataum,Clerodendrum_paucidentatum
Clidemia_kapplerii,Clidemia_kappleri
Cliffortia_aculeata,Cliffortia_cuneata
Cliffortia_geniculata,Cliffortia_reticulata
Clusia_spathulaefolia,Clusia_spathulifolia
Coelocarpum_haggierensis,Coelocarpum_haggierense
Coix_lachryma-jobi,Coix_lacryma-jobi
Coleonema_nubigenum,Coleonema_nubigena
Columnea_kahlbreyeriana,Columnea_kalbreyeriana
Combretum_hilarianum,Combretum_hilariana
Commiphora_crenato-serrata,Commiphora_crenatoserrata
Commiphora_laxecymigera,Commiphora_laxicymigera
Commiphora_puguensis,Commiphora_lughensis
Connarus_schultessi,Connarus_schultesii
Copaifera_langsdorfii,Copaifera_langsdorffii
Cordia_cylindristachya,Cordia_cylindrostachya
Correa_baeuerlenii,Correa_bauerlenii
Corryocactus_quadrangularis,Corryocactus_quadranularis
Coryphantha_calipensis,Coryphantha_salinensis
Cotoneaster_hissarica,Cotoneaster_hissaricus
Cotoneaster_integerrima,Cotoneaster_integerrimus
Cotoneaster_multiflora,Cotoneaster_multiflorus
Cotoneaster_racemiflora,Cotoneaster_racemiflorus
Cotoneaster_turcomanica,Cotoneaster_turcomanicus
Cotoneaster_tyttocarpus,Cotoneaster_tytthocarpus
Craspedia_maxgrayii,Craspedia_maxgrayi
Crataegus_jonesiae,Crataegus_jonesae
Crataegus_pubescens,Crataegus_aurescens
Cratylia_hypargyrea,Cratylia_hypargyraea
Crepidium_maculatum,Crepidium_oculatum
Crotalaria_goodiaeformis,Crotalaria_goodiiformis
Crotalaria_meyeriana,Crotalaria_meyerana
Cryptocarya_ambrensis,Cryptocarya_samarensis
Cryptocarya_apamaefolia,Cryptocarya_apamifolia
Cryptocarya_bellendenkerana,Cryptocarya_bellendenkeriana
Cryptocarya_burckiana,Cryptocarya_burckeana
Cryptocarya_giganthocarpa,Cryptocarya_gigantocarpa
Cryptolepis_volubillis,Cryptolepis_volubilis
Cyanicula_gertrudiae,Cyanicula_gertrudeae
Cyathocalyx_zeylanica,Cyathocalyx_zeylanicus
Cynochloris_reynoldensis,Cynochloris_reynoldsensis
Cyperus_atkinsoni,Cyperus_atkinsonii
Cyperus_stramineo-ferrugineus,Cyperus_stramineoferrugineus
Cystostemon_socotranus,Cystostemon_socotranum
Datura_inoxia,Datura_innoxia
Daviesia_brachyphylla,Daviesia_pachyphylla
Daviesia_pachyloma,Daviesia_pachylima
Decaisnina_forsterana,Decaisnina_forsteriana
Deinanthe_caerula,Deinanthe_caerulea
Delosperma_alticola,Delosperma_alticolum
Delosperma_ficksburgense,Delosperma_ficksbergense
Delosperma_maxwelliae,Delosperma_maxwellii
Delosperma_muiri,Delosperma_muirii
Delphinium_ellipticovatum,Delphinium_elliptico-ovatum
Dendrocnide_moroides,Dendrocnide_moroidea
Desmodium_glareosum,Desmodium_glareorum
Dianthus_cachemericus,Dianthus_cachemiricus
Dianthus_kamisbergensis,Dianthus_khamiesbergensis
Dichapetalum_penduculatum,Dichapetalum_pedunculatum
Digitaria_veluntina,Digitaria_velutina
Dinosperma_erythrococcum,Dinosperma_erythrococca
Dioclea_melanocarpa,Dioclea_malacocarpa
Dionycha_bojeri,Dionycha_bojerii
Dioscorea_itatiaiensis,Dioscorea_itatiensis
Dioscorea_mantiqueirensis,Dioscorea_mantigueirensis
Diosma_acmaeophylla,Diosma_acmaephylla
Diospyros_nigricortex,Diospyros_nigrocortex
Diplaspis_hydrocotyle,Diplaspis_hydrocotylea
Disperis_disaeformis,Disperis_disiformis
Distephanus_qazmi,Distephanus_gazmi
Ditassa_glazioui,Ditassa_glaziovii
Diuris_herberlei,Diuris_heberlei
Dodonaea_larreoides,Dodonaea_larraeoides
Dodonaea_ptarmicaefolia,Dodonaea_ptarmicifolia
Dombeya_dolichophyllla,Dombeya_dolichophylla
Dombeya_megaphylla,Dombeya_megaphyllopsis
Dorstenia_giga,Dorstenia_gigas
Draba_aubrietoides,Draba_aubrietioides
Drimycarpus_anacardiifolius,Drimycarpus_anacardifolius
Drosera_burmannii,Drosera_burmanni
Drosera_glandulifera,Drosera_glanduligera
Duvaliandra_discoridis,Duvaliandra_dioscoridis
Dypsis_betsimisirakae,Dypsis_betsimisarakae
Dyssochroma_viridiflorum,Dyssochroma_viridiflora
Echeveria_prunin,Echeveria_prunina
Echinopsis_glaucina,Echinopsis_glauca
Elaeocarpus_eumundii,Elaeocarpus_eumundi
Elaeocarpus_limitaneoides,Elaeocarpus_limitaneioides
Elaeocarpus_munronii,Elaeocarpus_munroii
Elegia_fastigiata,Elegia_fastigata
Eleutherococcus_setosus,Eleutherococcus_setulosus
Epilobium_breviflolium,Epilobium_brevifolium
Eremophila_alternifolia,Eremophila_ternifolia
Eremophila_annosocaule,Eremophila_annosocaulis
Eremophila_caniculata,Eremophila_canaliculata
Eremophila_compresa,Eremophila_compressa
Eremophila_erioclayx,Eremophila_eriocalyx
Eremophila_lehamnniana,Eremophila_lehmanniana
Eremophila_macgillivrayii,Eremophila_macgillivrayi
Eremophila_pantonii,Eremophila_pantoni
Eremophila_pergalndulosa,Eremophila_perglandulosa
Erica_altevivens,Erica_altevirens
Erica_argyrea,Erica_argyraea
Erica_blandfordii,Erica_blandfordia
Erica_bruniades,Erica_bruniodes
Erica_etheliae,Erica_ethelae
Erica_greyi,Erica_greyii
Erica_harveyana,Erica_harveiana
Erica_heleophila,Erica_heliophila
Erica_hibbertii,Erica_hibbertia
Erica_lachnaeifolia,Erica_lachneifolia
Erica_lawsonii,Erica_lawsonia
Erica_mitchellensis,Erica_mitchelliensis
Erica_passerinae,Erica_passerina
Erica_priorii,Erica_priori
Erica_solandri,Erica_solandra
Ernestia_lata,Ernestia_cataractae
Erythrospermum_accuminatissimum,Erythrospermum_acuminatissimum
Erythroxylum_elliipticum,Erythroxylum_ellipticum
Erythroxylum_seyrigii,Erythroxylum_seyrigi
Espostoa_nana,Espostoa_lanata
Eucalyptus_mackintii,Eucalyptus_mackintyi
Euchiton_umbricolus,Euchiton_umbricola
Eugenia_petrikensis,Eugenia_petrinensis
Euonymus_australiana,Euonymus_australianus
Euphorbia_lavrani,Euphorbia_lavranii
Euphorbia_randrianjohanyi,Euphorbia_randrianijohanyi
Euphorbia_razafinjohanii,Euphorbia_razafinjohanyi
Euphorbia_suzannae-marnieriae,Euphorbia_suzannae-marnierae
Eurya_kueichowensis,Eurya_kueichouensis
Eurya_lanciformis,Eurya_lanceiformis
Exocarpos_syrticola,Exocarpos_syrticolus
Ferraria_densepunctulata,Ferraria_densipunctulata
Ficus_baeuerleni,Ficus_baeuerlenii
Ficus_bracheata,Ficus_bracteata
Ficus_dalhouseae,Ficus_dalhousiae
Ficus_drupaceae,Ficus_drupacea
Ficus_fulvo-pilosa,Ficus_fulvopilosa
Ficus_microsycea,Ficus_microsyce
Ficus_parensis,Ficus_paraensis
Ficus_pellucido-punctata,Ficus_pellucidopunctata
Ficus_pharangensis,Ficus_phanrangensis
Ficus_subcaudat,Ficus_subcaudata
Ficus_tristanifolia,Ficus_tristaniifolia
Fissistigma_rugosa,Fissistigma_rugosum
Franklandia_triasristata,Franklandia_triaristata
Fridericia_schummanniana,Fridericia_schumanniana
Garcinia_adiantha,Garcinia_adinantha
Garcinia_imberti,Garcinia_imbertii
Garcinia_rubro-echinata,Garcinia_rubroechinata
Garcinia_xishuanbannaensis,Garcinia_xipshuanbannaensis
Gardenia_gordoni,Gardenia_gordonii
Gastrolobium_whicherense,Gastrolobium_whicherensis
Gastrolobium_wonganense,Gastrolobium_wonganensis
Geissorhiza_bonaspei,Geissorhiza_bonae-spei
Gentiana_emodii,Gentiana_emodi
Gentiana_himalayaensis,Gentiana_himalayensis
Gentiana_kaufmanniana,Gentiana_kauffmanniana
Gentiana_sinoornata,Gentiana_sino-ornata
Gentianella_cunninghami,Gentianella_cunninghamii
Gladiolus_bonaspei,Gladiolus_bonaespei
Glochidion_ferdinandi,Glochidion_ferdinandii
Glossonema_revoili,Glossonema_revoilii
Glyptopetalum_longepedunculatum,Glyptopetalum_longipedunculatum
Gnidia_galpinii,Gnidia_galpini
Banksia_solandri,Banksia_solandrii
Banksia_serra,Banksia_serrata
Allophylus_letestui,Allophylus_le-testui
Alseodaphne_owdeni,Alseodaphne_owdenii
Amianthium_muscaetoxicum,Amianthium_muscitoxicum
Adenanthos_barbiger,Adenanthos_barbigerus
Adenanthos_pamela,Adenanthos_pamelus
Adenanthos_stictus,Adenanthos_strictus
Akebia_longeracemosa,Akebia_longiracemosa
Gnidia_wikstroemiana,Gnidia_wickstroemiana
Goodenia_chthonocephalata,Goodenia_chthonocephala
Goodenia_forrestii,Goodenia_forestii
Goodenia_larapinta,Goodenia_larupinta
Goodenia_pterigosperma,Goodenia_pterygosperma
Goodenia_pusilla,Goodenia_pusilliflora
Goodenia_vilmorinae,Goodenia_vilmoriniae
Grevillea_huegelii,Grevillea_hugelii
Grevillea_mccutcheonii,Grevillea_maccutcheonii
Grewia_ambongoensis,Grewia_ambongensis
Grewia_erytheraea,Grewia_erythraea
Grewia_glyphaeoides,Grewia_glyphaeoidcs
Grewia_lanceaefolia,Grewia_lanceifolia
Guettarda_wayaensis,Guettarda_wagapensis
Gymnocalycium_albiareolatum,Gymnocalycium_alboareolatum
Gymnocarpos_decandrum,Gymnocarpos_decandrus
Gypsophila_cerastioides,Gypsophila_cerastoides
Habenaria_barbertoni,Habenaria_barbertonii
Habenaria_ernstii,Habenaria_ernestii
Haeckeria_cassiniaeformis,Haeckeria_cassiniiformis
Halenia_elata,Halenia_alata
Harrisia_taetra,Harrisia_tetracantha
Hedyotis_albonervia,Hedyotis_albonerva
Helicanthes_elastica,Helicanthes_elasticus
Helixanthera_obtusata,Helixanthera_obtusatus
Henriettea_williamii,Henriettea_williamsii
Hermannia_johanssenii,Hermannia_johansseni
Hevea_braziliensis,Hevea_brasiliensis
Hibiscus_lunarifolius,Hibiscus_lunariifolius
Hibiscus_macropodus,Hibiscus_macrogonus
Hibiscus_sidaeformis,Hibiscus_sidiformis
Hibiscus_syriaca,Hibiscus_syriacus
Hippolytia_dolicophylla,Hippolytia_dolichophylla
Homalium_zeylanicum,Homalium_ceylanicum
Humbertiella_tormeyae,Humbertiella_tormeyi
Hydnocarpus_pentandra,Hydnocarpus_pentandrus
Hypericum_amblycalyx,Hypericum_amblyocalyx
Hypocalymma_sylvestre,Hypocalymma_sylvestris
Ilex_longecaudata,Ilex_longicaudata
Impatiens_flanaganiae,Impatiens_flanaganae
Indigofera_caerulea,Indigofera_coerulea
Indigofera_laxeracemosa,Indigofera_laxiracemosa
Indigofera_mundiana,Indigofera_mundtiana
Indigofera_socotrana,Indigofera_sokotrana
Ipomoea_marabaensis,Ipomoea_marabensis
Ipomoea_ommanneyi,Ipomoea_ommaneyi
Ipomoea_verbascodea,Ipomoea_verbascoidea
Ixora_longshanensis,Ixora_longhanensis
Jatropha_gossypifolia,Jatropha_gossypiifolia
Juanulloa_ferrugine,Juanulloa_ferruginea
Juanulloa_spechosa,Juanulloa_speciosa
Juncus_bufonis,Juncus_bufonius
Juncus_firmis,Juncus_firmus
Kochia_tricophylla,Kochia_trichophylla
Kohautia_subverticellata,Kohautia_subverticillata
Kyllinga_alata,Kyllinga_elata
Lasianthus_dichotomous,Lasianthus_dichotomus
Leandra_balansaei,Leandra_balansae
Lepidium_muelleri-ferdinandi,Lepidium_muelleriferdinandi
Leptaulus_citroides,Leptaulus_citrioides
Lessertia_prostata,Lessertia_prostrata
Leucas_kischenensis,Leucas_kishenensis
Leucas_urticaefolia,Leucas_urticifolia
Levenhookia_priessii,Levenhookia_preissii
Linospadix_monostachya,Linospadix_monostachyos
Linum_esterhuyseniae,Linum_esterhuysenae
Lithocarpus_arcaula,Lithocarpus_arcaulus
Lithocarpus_carolineae,Lithocarpus_carolinae
Litsea_myristicaefolia,Litsea_myristicifolia
Lobelia_ardisiandroides,Lobelia_ardisiandroidea
Lobelia_cochlearifolia,Lobelia_cochleariifolia
Lobelia_kauaensis,Lobelia_kauaiensis
Lotononis_purpurescens,Lotononis_purpurascens
Lundia_damazioi,Lundia_damazii
Lupinus_consentinii,Lupinus_cosentinii
Macaranga_membranaceae,Macaranga_membranacea
Machaerium_multifoliatum,Machaerium_multifoliolatum
Mallotus_philippinensis,Mallotus_philippensis
Mansoa_verrudifera,Mansoa_verrucifera
Markea_sessilifora,Markea_sessiliflora
Marsdenia_flaviflora,Marsdenia_laxiflora
Marsilea_coromandeliana,Marsilea_coromandelina
Medicosma_cunninghamii,Medicosma_cunnighamii
Melaleuca_eleutherostachya,Melaleuca_eleuterostachya
Melaleuca_viridifolia,Melaleuca_rigidifolia
Mentha_satureioides,Mentha_saturejoides
Merremia_malvaefolia,Merremia_malvifolia
Metalepis_cubense,Metalepis_cubensis
Miconia_cinchonifolia,Miconia_cinchonaefolia
Miconia_grandifoliata,Miconia_grandifolia
Miconia_rimachii,Miconia_rimbachii
Miconia_saldanhae,Miconia_saldanhaei
Miconia_tiliaefolia,Miconia_tiliifolia
Microcodon_glomeratum,Microcodon_glomeratus
Microcodon_sparsiflorum,Microcodon_sparsiflorus
Microlicia_obtusa,Microlicia_obtusifolia
Micropolypodium_sikkimense,Micropolypodium_sikkimensis
Microtropis_microcarpa,Microtropis_macrocarpa
Mikania_citrodora,Mikania_citriodora
Mikania_salzmanniifolia,Mikania_salzmanniaefolia
Mikania_vismiifolia,Mikania_vismiaefolia
Millettia_elkensii,Millettia_elskensii
Monolena_primulaeflora,Monolena_primuliflora
Mouriri_eugeniaefolia,Mouriri_eugeniifolia
Muelleranthus_trifoliatus,Muelleranthus_trifoliolatus
Muraltia_barkerae,Muraltia_barkeriae
Muscari_spreitzenhoferi,Muscari_spreizenhoferi
Nannorrhops_ritchiana,Nannorrhops_ritchieana
Neoluederitzia_sericeocarpa,Neoluederitzia_sericocarpa
Neomirandea_arthrodes,Neomirandea_arthodes
Nepeta_eriostachys,Nepeta_eriostachya
Nicandra_physaloides,Nicandra_physalodes
Nothofagus_solandrii,Nothofagus_solandri
Nymphoides_peltatum,Nymphoides_peltata
Ocimum_tenuiiflorum,Ocimum_tenuiflorum
Ocotea_jacquini,Ocotea_jacquinii
Oplismenus_histellus,Oplismenus_hirtellus
Opuntia_santa-rita,Opuntia_santarita
Ossaea_araneiflera,Ossaea_araneifera
Oxypetalum_boudeti,Oxypetalum_boudetii
Oxypetalum_boudettii,Oxypetalum_boudetii
Oxypetalum_flavopupureum,Oxypetalum_flavopurpureum
Oxytropis_luteo-caerulea,Oxytropis_luteo-coerulea
Pachites_appressa,Pachites_appressus
Pandanus_callmanderianus,Pandanus_callmanderiana
Pandanus_longecuspidatus,Pandanus_longicuspidatus
Pandanus_longissimepedunculatus,Pandanus_longissimipedunculatus
Panicum_rigdum,Panicum_rigidum
Paracalyx_balfourii,Paracalyx_balfouri
Paracalyx_scariosa,Paracalyx_scariosus
Paranomus_esterhuyseniae,Paranomus_esterhuysenae
Paronychia_brasiliana,Paronychia_braziliana
Parsonsia_diaphanophleba,Parsonsia_diaphanophlebia
Passiflora_aroujoi,Passiflora_araujoi
Paullinia_mallophyla,Paullinia_mallophylla
Pavetta_tshikondeni,Pavetta_tschikonderi
Peperomia_macedoana,Peperomia_aceroana
Peperomia_pereskiaefolia,Peperomia_pereskiifolia
Phagnalon_daravazicum,Phagnalon_darvazicum
Phaius_tankervilliae,Phaius_tankervilleae
Phlegmariurus_nylamensis,Phlegmariurus_nyalamensis
Phoenix_loureirii,Phoenix_loureiroi
Phyllanthus_obdeltophylla,Phyllanthus_obdeltophyllus
Piper_beetle,Piper_betle
Piper_ritaceum,Piper_vitaceum
Piptatherum_miliacea,Piptatherum_miliaceum
Pittosporum_phylliraeoides,Pittosporum_phillyraeoides
Plantago_hispida,Plantago_hispidula
Platanthera_ovatilabris,Platanthera_latilabris
Plectranthus_longipetiolatus,Plectranthus_longipetiolatis
Plectranthus_mzimvubensis,Plectranthus_mzimvubuensis
Pleurisanthes_artocarpis,Pleurisanthes_artocarpi
Polyalthia_oblongifolia,Polyalthia_longifolia
Polygala_bowkerae,Polygala_bowkeriae
Polygala_linariifolia,Polygala_linarifolia
Polyscias_muraltiana,Polyscias_muraltana
Potameia_thouarsii,Potameia_thouarsiana
Psidium_cattleyanum,Psidium_cattleianum
Psychotria_alaotra,Psychotria_alaotrensis
Psychotria_armandii,Psychotria_harmandii
Psychotria_bealananensis,Psychotria_balancanensis
Psychotria_bemarahensis,Psychotria_bemarivensis
Psychotria_dejlexa,Psychotria_deflexa
Psychotria_elongato-sepala,Psychotria_elongatosepala
Psychotria_manongarivoensis,Psychotria_manongarivensis
Psydrax_dicocca,Psydrax_dicoccos
Psydrax_pergracile,Psydrax_pergracilis
Psylliostachys_spicata,Psylliostachys_spicatus
Pternandra_coerulescens,Pternandra_caerulescens
Pteropyrum_olivierii,Pteropyrum_olivieri
Pterygodium_newdigateae,Pterygodium_newdigatae
Ptilotus_sericostachys,Ptilotus_sericostachyus
Pultenaea_hartmanii,Pultenaea_hartmannii
Pultenaea_rostrata,Pultenaea_prostrata
Pyrrosia_polydactylos,Pyrrosia_polydactyla
Quercus_margarettiae,Quercus_margarettae
Ranunculus_nanus,Ranunculus_canus
Rapanea_variabilis,Rapanea_variablis
Ravenala_madagascarensis,Ravenala_madagascariensis
Restio_pumilis,Restio_pumilus
Restio_sarocladus,Restio_saroclados
Restio_strobolifer,Restio_strobilifer
Rhamnella_martini,Rhamnella_martinii
Rosa_hemisphaeriaca,Rosa_hemisphaerica
Rubus_erythroclados,Rubus_erythrocladus
Rubus_ochthodes,Rubus_ochtodes
Rubus_phoenicolacius,Rubus_phoenicolasius
Ruta_chalapensis,Ruta_chalepensis
Rutidosis_leptorrhynchoides,Rutidosis_leptorhynchoides
Salix_areostachya,Salix_araeostachya
Salsola_spenceri,Salsola_spenseri
Saurauia_nepaulensis,Saurauia_napaulensis
Sauropus_saksenianus,Sauropus_saksenanus
Scaevola_microphylla,Scaevola_macrophylla
Schefflera_sciadophyllum,Schefflera_sciodaphyllum
Schismatoclada_homolleae,Schismatoclada_homollei
Schizachyrium_mitchelliana,Schizachyrium_mitchellianum
Schlumbergera_russeliana,Schlumbergera_russelianum
Schoenus_multiglumus,Schoenus_multiglumis
Scholtzia_spatulata,Scholtzia_spathulata
Schultesianthus_crosbianus,Schultesianthus_crosbyanus
Securidaca_longepedunculata,Securidaca_longipedunculata
Securidaca_silvestris,Securidaca_sylvestris
Sedum_hemsleyanum,Sedum_hemsleanum
Selaginella_gracillima,Selaginella_fragillima
Senecio_albopunctatus,Senecio_albo-punctatus
Senecio_lancidentatus,Senecio_paucidentatus
Senecio_pseudo-orientalis,Senecio_pseudoorientalis
Senna_form,Senna_formosa
Senna_microphylla,Senna_macrophylla
Senna_timorensis,Senna_timoriensis
Seychellaria_thomassettii,Seychellaria_thomassetii
Silene_dewinteri,Silene_de-winteri
Siphocampylus_keisslerii,Siphocampylus_keissleri
Siphocampylus_sissii,Siphocampylus_sissi
Sisyranthus_fanniniae,Sisyranthus_fanninii
Solanum_ajanhuiri,Solanum_ahanhuiri
Solanum_granulosoleprosum,Solanum_granuloso-leprosum
Solanum_hermanni,Solanum_hermannii
Solanum_pseudo-capsicum,Solanum_pseudocapsicum
Solanum_schomburghii,Solanum_schomburgkii
Solanum_sisymbrifolium,Solanum_sisymbriifolium
Spermacoce_remots,Spermacoce_remota
Sphaerocodon_melananthus,Sphaerocodon_melananthum
Stereospermum_strigillosum,Stereospermum_strigilosum
Stigmaphyllon_mattogrossense,Stigmaphyllon_matogrossense
Stigmaphyllon_salzmannii,Stigmaphyllon_saltzmannii
Strobilanthes_glutinosa,Strobilanthes_glutinosus
Stylidium_roseo-alatum,Stylidium_roseoalatum
Stylidium_tenue,Stylidium_tenellum
Swertia_leducii,Swertia_leduci
Swertia_zayueensis,Swertia_zayuensis
Syzygium_courtallensis,Syzygium_courtallense
Syzygium_cuminii,Syzygium_cumini
Syzygium_filiense,Syzygium_fijiense
Syzygium_gongshanense,Syzygium_gonshanense
Syzygium_kusukusense,Syzygium_kusukusuense
Syzygium_triphlebia,Syzygium_triphlebium
Tabernaemontana_mocquerysii,Tabernaemontana_mocquerysi
Tabernaemontana_pandacqui,Tabernaemontana_pandacaqui
Tamarix_karelini,Tamarix_karelinii
Tamarix_leptostachys,Tamarix_leptostachya
Tamarix_szowitsiana,Tamarix_szovitsiana
Tanaecium_neobrasiliense,Tanaecium_neobrasiliensis
Telipogon_tessellatus,Telipogon_tesselatus
Tetradium_calcicola,Tetradium_calcicolum
Tetragonia_tetrgonioides,Tetragonia_tetragonioides
Thamnosma_rhodesica,Thamnosma_rhodesicum
Thelymitra_megcalyptra,Thelymitra_megacalyptra
Thelymitra_merranae,Thelymitra_merraniae
Thorncroftia_lotterii,Thorncroftia_lotteri
Triglochin_calcitrapum,Triglochin_calcitrapa
Triglochin_centrocarpum,Triglochin_centrocarpa
Triglochin_minutissimum,Triglochin_minutissima
Triglochin_trichophorum,Triglochin_trichophora
Triglochin_turriferum,Triglochin_turrifera
Tripterospermum_pingbianense,Tripterospermum_pinbianense
Tristellateia_australis,Tristellateia_australasiae
Trophis_philippinensis,Trophis_phillipinensis
Turraea_humbertii,Turraea_humberti
Vaccinium_cespitosum,Vaccinium_caespitosum
Vaccinium_haitangens,Vaccinium_haitangense
Vaccinium_oxycoccus,Vaccinium_oxycoccos
Vaccinium_saxicola,Vaccinium_saxicolum
Vaccinium_vitis-idea,Vaccinium_vitis-idaea
Vaccinium_wrighti,Vaccinium_wrightii
Vachellia_bidwillii,Vachellia_bidwellii
Valerianella_oxyrrhyncha,Valerianella_oxyrhyncha
Verbesina_laevis,Verbesina_laevifolia
Vernonia_rauii,Vernonia_raui
