bad,good
Drypetes_macrophylla,Drypetes_microphylla
Durio_zeylanicus,Durio_ceylanicus
Ecclinusa_guyanensis,Ecclinusa_guianensis
Eccremocarpus_huainaccapac,Eccremocarpus_huianaccapac
Echinochloa_colonum,Echinochloa_colona
Echinochloa_crusgalli,Echinochloa_crus-galli
Echinochloa_cruspavonis,Echinochloa_crus-pavonis
Echinodorus_palaefolius,Echinodorus_palifolius
Echinomastus_johnsonii,Echinomastus_johnstonii
Egeria_naias,Egeria_najas
Egeria_naias,Egeria_najas
Eirmocephala_cainarachensis,Eirmocephala_cainarachiensis
Elaeis_guianensis,Elaeis_guineensis
Elaeocarpus_aristatus,Elaeocarpus_cristatus
Elaeocarpus_grandis,Elaeocarpus_grandiflorus
Elaeocarpus_lanceaefolius,Elaeocarpus_lanceifolius
Eleocharis_engelmanni,Eleocharis_engelmannii
Eleocharis_glauco-virens,Eleocharis_glaucovirens
Eleocharis_wichurai,Eleocharis_wichurae
Eleusine_caracana,Eleusine_coracana
Elleanthus_carolii,Elleanthus_caroli
Elymus_humidorus,Elymus_humidorum
Elymus_longearistatus,Elymus_longiaristatus
Elymus_purpuraristatus,Elymus_purpuraristus
Elymus_striatus,Elymus_strictus
Embelia_schimper,Embelia_schimperi
Emmenosperma_alphitonioides,Emmenosperma_alphitonoides
Endostemon_camporus,Endostemon_camporum
Entada_polystachia,Entada_polystachya
Entada_rheedei,Entada_rheedii
Enteropogon_brandegei,Enteropogon_brandegeei
Enteropogon_longiaristata,Enteropogon_longiaristatus
Enteropogon_monostachyus,Enteropogon_monostachyos
Enteropogon_sechellense,Enteropogon_sechellensis
Ephedra_foemina,Ephedra_foeminea
Epidendrum_carpophorum,Epidendrum_coryophorum
Epidendrum_fruticulus,Epidendrum_fruticulum
Epidendrum_garayii,Epidendrum_garayi
Epidendrum_noclurnum,Epidendrum_nocturnum
Epidendrum_saxicolum,Epidendrum_saxicola
Eragrostis_brownei,Eragrostis_brownii
Eragrostis_echinochoidea,Eragrostis_echinochloidea
Eragrostis_georgi,Eragrostis_georgii
Eragrostis_lehmannii,Eragrostis_lehmanniana
Eragrostis_montufari,Eragrostis_montufarii
Eragrostis_muerensis,Eragrostis_mueruensis
Eragrostis_patenti-pilosa,Eragrostis_patentipilosa
Eragrostis_reflexa,Eragrostis_deflexa
Eragrostis_rigida,Eragrostis_rigidiuscula
Eragrostis_tenella,Eragrostis_tenellula
Eremophila_bignoniiflora,Eremophila_bignoniflora
Eremurus_soogdianus,Eremurus_sogdianus
Eria_longerepens,Eria_longirepens
Eria_ramosa,Eria_ramosii
Eriachne_armittii,Eriachne_armitii
Eriophorum_polystachion,Eriophorum_polystachiovaginatum
Eriophorum_viridi-carinatum,Eriophorum_viridicarinatum
Eriospermum_deserticola,Eriospermum_deserticolum
Erisma_jloribundum,Erisma_floribundum
Erycibe_subspicuta,Erycibe_subspicata
Eryngium_paraguayense,Eryngium_paraguariense
Eschweilera_chartacea,Eschweilera_chartaceifolia
Eschweilera_congest,Eschweilera_congestiflora
Eschweilera_longipes,Eschweilera_longipedicellata
Eucalyptus_acaciaeformis,Eucalyptus_acaciiformis
Eucalyptus_acmenioides,Eucalyptus_acmenoides
Eucalyptus_bancrofti,Eucalyptus_bancroftii
Eucalyptus_blaklleyi,Eucalyptus_blakelyi
Eucalyptus_blaxlandii,Eucalyptus_blaxlandi
Eucalyptus_brookerana,Eucalyptus_brookeriana
Eucalyptus_camadulensis,Eucalyptus_camaldulensis
Eucalyptus_cambagei,Eucalyptus_cambageana
Eucalyptus_codonocarpa,Eucalyptus_odontocarpa
Eucalyptus_consideneana,Eucalyptus_consideniana
Eucalyptus_cunninghami,Eucalyptus_cunninghamii
Eucalyptus_eudesmoides,Eucalyptus_eudesmioides
Eucalyptus_gigantea,Eucalyptus_gigantangion
Eucalyptus_gilleni,Eucalyptus_gillenii
Eucalyptus_jacksoni,Eucalyptus_jacksonii
Eucalyptus_jenseni,Eucalyptus_jensenii
Eucalyptus_jutsoni,Eucalyptus_jutsonii
Eucalyptus_lanepoolei,Eucalyptus_lane-poolei
Eucalyptus_lucasi,Eucalyptus_lucasii
Eucalyptus_nicholi,Eucalyptus_nicholii
Eucalyptus_pleurocarpa,Eucalyptus_pterocarpa
Eucalyptus_risdoni,Eucalyptus_risdonii
Eucalyptus_stenostome,Eucalyptus_stenostoma
Eucalyptus_stricklandi,Eucalyptus_stricklandii
Eucalyptus_tindalae,Eucalyptus_tindaliae
Eucalyptus_trivalva,Eucalyptus_trivalvis
Eucalyptus_versicolor,Eucalyptus_diversicolor
Eucalyptus_watsoniana,Eucalyptus_kitsoniana
Eucalyptus_youmani,Eucalyptus_youmanii
Eugenia_capuliodes,Eugenia_capulioides
Eugenia_cumini,Eugenia_culminicola
Eugenia_hyemalis,Eugenia_hiemalis
Eugenia_marchiana,Eugenia_marshiana
Eugenia_rugosa,Eugenia_rugosissima
Eugenia_sagraea,Eugenia_sagrae
Eulalia_bicomuta,Eulalia_bicornuta
Eulophia_vinosa,Eulophia_venosa
Euodia_glabra,Euodia_glabrifolia
Euonymus_theacola,Euonymus_theacolus
Eupatorium_tenue,Eupatorium_tequendamense
Euphorbia_amplophylla,Euphorbia_ampliphylla
Euphorbia_boerhaavioides,Euphorbia_boerhavioides
Euphorbia_cotiniifolia,Euphorbia_cotinifolia
Euphorbia_sereti,Euphorbia_seretii
Euroschinus_falcata,Euroschinus_falcatus
Eurya_groffii,Eurya_groffi
Eurystyles_ananassocomos,Eurystyles_ananassocomus
Eustachys_petraeus,Eustachys_petraea
Exocarya_scleroides,Exocarya_sclerioides
Fernandezia_nigro-signata,Fernandezia_nigrosignata
Ferraria_ornata,Ferraria_ovata
Festuca_agustinii,Festuca_agustini
Festuca_buschiana,Festuca_bushiana
Festuca_crispato-pilosa,Festuca_crispatopilosa
Festuca_drymeia,Festuca_drymeja
Festuca_durandii,Festuca_durandoi
Festuca_font-queri,Festuca_fontqueri
Festuca_henriquezii,Festuca_henriquesii
Festuca_kozanensis,Festuca_korabensis
Festuca_marcopetri,Festuca_marcopetrii
Festuca_novae-zelandiae,Festuca_novae-zealandiae
Festuca_paniciciana,Festuca_panciciana
Festuca_pseudo-supina,Festuca_pseudosupina
Festuca_reflexa,Festuca_deflexa
Festuca_renvoizii,Festuca_renvoizei
Ficus_benjaminea,Ficus_benjamina
Ficus_brunneo-aurata,Ficus_brunneoaurata
Ficus_citriifolia,Ficus_citrifolia
Ficus_hebatefolia,Ficus_hebetifolia
Ficus_leiophyllq,Ficus_leiophylla
Ficus_nymphiifolia,Ficus_nymphaeifolia
Ficus_triponata,Ficus_trigonata
Fimbristylis_parva,Fimbristylis_parvilenta
Fimbristylis_pterigosperma,Fimbristylis_pterygosperma
Fimbristylis_stauntoni,Fimbristylis_stauntonii
Fimbristylis_velata,Fimbristylis_alata
Fingerhuthia_sesleriaeformis,Fingerhuthia_sesleriiformis
Flacourtia_ramontchii,Flacourtia_ramontchi
Flaveria_macdougalii,Flaveria_mcdougallii
Fleischmannia_sideritidis,Fleischmannia_sideritides
Foetidia_asymetrica,Foetidia_asymmetrica
Forsteronia_velloziana,Forsteronia_vellozoana
Franklinia_alatamaba,Franklinia_alatamaha
Fraxinus_mandschurica,Fraxinus_mandshurica
Fraxinus_pensylvanica,Fraxinus_pennsylvanica
Freycinetia_elliptica,Freycinetia_ellipticifolia
Freycinetia_gladiifolia,Freycinetia_glaucifolia
Freycinetia_neocaledonica,Freycinetia_novocaledonica
Freycinetia_samoensis,Freycinetia_apoensis
Freycinetia_stenophylla,Freycinetia_sterrophylla
Freycinetia_tannaensis,Freycinetia_tafaensis
Friesodielsia_unonaefolia,Friesodielsia_unonifolia
Frullania_eplicata,Frullania_replicata
Fusaea_longfolia,Fusaea_longifolia
Gagea_liottardi,Gagea_liotardii
Gahnia_sieberi,Gahnia_sieberiana
Galactia_augusti,Galactia_augustii
Galeandra_junceaoides,Galeandra_junceoides
Garcinia_benthami,Garcinia_benthamiana
Garcinia_lanceaefolia,Garcinia_lanceifolia
Garcinia_miqueli,Garcinia_miquelii
Garcinia_nigro-lineata,Garcinia_nigrolineata
Garrya_fadyenia,Garrya_fadyenii
Gaudichaudia_mcvaughii,Gaudichaudia_macvaughii
Geissois_benthami,Geissois_benthamiana
Geissois_benthamii,Geissois_benthamiana
Geissoloma_marginatum,Geissoloma_marginata
Geissospermum_laevis,Geissospermum_laeve
Genianthus_auriantiacus,Genianthus_aurantiacus
Gentiana_gayi,Gentiana_gyirongensis
Gentianella_albidocoerulea,Gentianella_albidocaerulea
Geodorum_esquirolii,Geodorum_esquirolei
Geranium_sepalo-roseum,Geranium_sepaloroseum
Gerbera_hypochaeridioides,Gerbera_hypochaeridoides
Gladiolus_deserticola,Gladiolus_deserticolus
Glebionis_coronarium,Glebionis_coronaria
Glochidion_borneensis,Glochidion_borneense
Glochidion_lancisepalum,Glochidion_lanceisepalum
Glochidion_seemanni,Glochidion_seemannii
Glyceria_latispica,Glyceria_latispicea
Glyceria_leptorrhiza,Glyceria_leptorhiza
Glycine_wightii,Glycine_wrightii
Gmelina_leichhardtii,Gmelina_leichardtii
Gmelina_philippinensis,Gmelina_philippensis
Gomesa_majevskyae,Gomesa_majevskyi
Gongronema_napalense,Gongronema_nepalense
Gordonia_singaporiana,Gordonia_singaporeana
Gossia_dallachiana,Gossia_dallachyana
Gouania_adenophora,Gouania_adenophera
Gouania_jovanica,Gouania_javanica
Gouania_laptostachya,Gouania_leptostachya
Gouania_lapuloides,Gouania_lupuloides
Gouania_lupoloides,Gouania_lupuloides
Grevillea_bronwenae,Grevillea_bronweniae
Grevillea_christinae,Grevillea_christiniae
Grevillea_preissii,Grevillea_preissei
Grevillea_stricta,Grevillea_striata
Grevillea_williamsonii,Grevillea_williamsoni
Grewia_hookerana,Grewia_hookeriana
Grewia_lasiocarp,Grewia_lasiocarpa
Grindelia_fraxinopratensis,Grindelia_fraxinipratensis
Guapira_glabra,Guapira_glabriflora
Gurania_pseudo-spinulosa,Gurania_pseudospinulosa
Gustavia_hexapelala,Gustavia_hexapetala
Gymnadenia_bicolor,Gymnadenia_bicornis
Gynostemma_burmanica,Gynostemma_burmanicum
Gynostemma_pentaphylla,Gynostemma_pentaphyllum
Gynoxys_reinaldii,Gynoxys_reinaldi
Gyrostemon_racemiger,Gyrostemon_racemigerus
Habenaria_microsaccus,Habenaria_microsaccos
Habenaria_rodriquezii,Habenaria_rodriguesii
Harveya_huttonii,Harveya_huttoni
Hebanthe_erianthos,Hebanthe_eriantha
Hedyotis_terminalis,Hedyotis_terminaliflora
Helichrysum_dichroum,Helichrysum_dichroolepis
Helichrysum_indutum,Helichrysum_indicum
Helichrysum_mirabile,Helichrysum_mutabile
Helichrysum_sordidum,Helichrysum_horridum
Helichrysum_tomentosum,Helichrysum_tomentosulum
Helichrysum_vaginatum,Helichrysum_marginatum
Heliconia_orthotricha,Heliconia_ortotricha
Helicostylis_iomentosa,Helicostylis_tomentosa
Helogyne_ferreyrae,Helogyne_ferreyrii
Heterachne_abortivum,Heterachne_abortiva
Heteropsis_jlexuosa,Heteropsis_flexuosa
Heteropterys_mathewsana,Heteropterys_mathewsiana
Hibiscus_tiliaceus,Hibiscus_tilliaceus
Hieracium_leptocephalium,Hieracium_leptocephalum
Hieracium_neoherrerae,Hieracium_neo-herrerae
Hierochloe_olavidsei,Hierochloe_davidsei
Hilaria_swalleni,Hilaria_swallenii
Himatanthus_articulata,Himatanthus_articulatus
Himatanthus_attenuata,Himatanthus_attenuatus
Hiptage_bengalensis,Hiptage_benghalensis
Holothrix_mac-owaniana,Holothrix_macowaniana
Homalium_racemosa,Homalium_racemosum
Hugonia_afielii,Hugonia_afzelii
Hugonia_plarysepala,Hugonia_platysepala
Hugonia_rufipilis,Hugonia_rufopilis
Hydnocarpus_wightiana,Hydnocarpus_wightianus
Hydrangea_peruvian,Hydrangea_peruviana
Hydrocharis_morsus,Hydrocharis_morsus-ranae
Hydrocotyle_grossulariaefolia,Hydrocotyle_grossulariifolia
Hygrophila_lancea,Hygrophila_linearis
Hylenaea_pracelsa,Hylenaea_praecelsa
Hymenophyllum_tunbridgense,Hymenophyllum_tunbrigense
Hypericum_elodes,Hypericum_elodeoides
Hypochaeris_radicata,Hypochaeris_radiata
Hypselodelphys_triangulare,Hypselodelphys_triangularis
Ilex_verticellata,Ilex_verticillata
Impatiens_druartii,Impatiens_briartii
Imperata_cheesemani,Imperata_cheesemanii
Inga_bourgoni,Inga_bourgonii
Inga_cordato-alata,Inga_cordatoalata
Inhambanella_henriquesii,Inhambanella_henriquezii
Iodes_covalis,Iodes_ovalis
Iodes_covalis,Iodes_ovalis
Ionactis_linariifolius,Ionactis_linariifolia
Ipomoea_batatus,Ipomoea_batatas
Ipomoea_carica,Ipomoea_cairica
Ipomoea_pes-tigridia,Ipomoea_pes-tigridis
Ipomoea_phillomega,Ipomoea_philomega
Ipomoea_phyllomega,Ipomoea_philomega
Ipomoea_quanmoclit,Ipomoea_quamoclit
Ipomoea_rubra,Ipomoea_rubriflora
Iresine_iterrupta,Iresine_interrupta
Iryanthera_lanceifolia,Iryanthera_lancifolia
Isachne_dispar,Isachne_disperma
Ischaemum_byronis,Ischaemum_byrone
Ischaemum_calicutensis,Ischaemum_calicutense
Ischaemum_cannanorensis,Ischaemum_cannanorense
Ischaemum_feildingianum,Ischaemum_fieldingianum
Ischnosiphon_killippii,Ischnosiphon_killipii
Ischnosiphon_marlianus,Ischnosiphon_martianus
Iseilema_membranacea,Iseilema_membranaceum
Iseilema_vaginiflora,Iseilema_vaginiflorum
Iseilema_ventakeswarlui,Iseilema_venkateswarlui
Isolepis_setracea,Isolepis_setacea
Isopterygium_taxithellioides,Isopterygium_taxithelioides
Jacaranda_mimosaefolia,Jacaranda_mimosifolia
Jacquemontia_agrestia,Jacquemontia_agrestis
Jacquemontia_pentantha,Jacquemontia_pentanthos
Jamesbrittenia_montana,Jamesbrittenia_montanum
Jasminum_asphanodon,Jasminum_aphanodon
Jasminum_dallachii,Jasminum_dallachyi
Jasminum_dichoromum,Jasminum_dichotomum
Jasminum_dictotomum,Jasminum_dichotomum
Jasminum_subglandulosm,Jasminum_subglandulosum
Jasminum_syringaefolium,Jasminum_syringifolium
Jubelina_willburii,Jubelina_wilburii
Juglans_ailantifolia,Juglans_ailanthifolia
Jumellea_densefoliata,Jumellea_densifoliata
Juncus_gerardi,Juncus_gerardii
Jungia_ferraginea,Jungia_ferruginea
Kalanchoe_tenuiflora,Kalanchoe_densiflora
Kedrostis_limpopoensis,Kedrostis_limpompensis
Keetia_tenuifllora,Keetia_tenuiflora
Khaya_grandifolia,Khaya_grandifoliola
Koanophyllon_celtidifolium,Koanophyllon_celtidifolia
Koeleria_caroli,Koeleria_carolii
Korthalsia_scaphigera,Korthalsia_scaphigeroides
Krigia_caespitosa,Krigia_cespitosa
Kunstleria_keralense,Kunstleria_keralensis
Laccosperma_korupense,Laccosperma_korupensis
Lachenalia_glauca,Lachenalia_glaucophylla
Lachenalia_luteola,Lachenalia_lutea
Lachenalia_martiniae,Lachenalia_martinae
Lafoensia_punicaefolia,Lafoensia_punicifolia
Lagunaria_patersonii,Lagunaria_patersonia
Landolphia_togoloana,Landolphia_togolana
Larix_gmelini,Larix_gmelinii
Larix_griffithi,Larix_griffithii
Lasiurus_sindicus,Lasiurus_scindicus
Lathyrus_gorgonia,Lathyrus_gorgoni
Lecythis_confertijlora,Lecythis_confertiflora
Lepanthes_capitanea,Lepanthes_capitana
Lepanthes_cochlearifolia,Lepanthes_cochleariifolia
Lepanthes_guttula-sanguinis,Lepanthes_gutula-sanguinis
Lepanthes_jamiesonii,Lepanthes_jamesonii
Lepanthes_paiveana,Lepanthes_paivaeana
Lepanthes_pictoris,Lepanthes_pictilis
Lepanthes_yubarta,Lepanthes_jubata
Leptochloa_coerulescens,Leptochloa_caerulescens
Leucospermum_conocarpum,Leucospermum_conocarpodendron
Liabum_sandemanii,Liabum_sandemannii
Licania_britteniana,Licania_brittoniana
Licaria_cannella,Licaria_canella
Ligustrum_luciudum,Ligustrum_lucidum
Limnophila_sessiflora,Limnophila_sessiliflora
Lindernia_hyssopioides,Lindernia_hyssopoides
Lindsaea_microphylla,Lindsaea_macrophylla
Liparis_caespitosa,Liparis_cespitosa
Lithocarpus_cauditifolius,Lithocarpus_caudatifolius
Lithocarpus_cyrtocarpa,Lithocarpus_cyrtocarpus
Lithocarpus_densiflora,Lithocarpus_densiflorus
Lithocarpus_elizabethae,Lithocarpus_elizabethiae
Lithocarpus_fenestrata,Lithocarpus_fenestratus
Lithocarpus_glabra,Lithocarpus_glaber
Lithocarpus_handeliands,Lithocarpus_handelianus
Lithocarpus_lucida,Lithocarpus_lucidus
Litsea_panamonja,Litsea_panamanja
Loeseneriella_ectypetala,Loeseneriella_ectypopetala
Lonchocarpus_pentaphyllus,Lonchocarpus_heptaphyllus
Luciliocline_radians,Luciliocline_radicans
Luzula_alpino-pilosa,Luzula_alpinopilosa
Lycomormium_fiskii,Lycomormium_fiskei
Lygodium_circinnatum,Lygodium_circinatum
Macaranga_caladifolia,Macaranga_caladiifolia
Macaranga_longestipulata,Macaranga_longistipulata
Macaranga_sampsoni,Macaranga_sampsonii
Machaerium_millleflorum,Machaerium_milleflorum
Machaerium_nictitans,Machaerium_nyctitans
Machaerium_seemanii,Machaerium_seemannii
Machaerium_seemanni,Machaerium_seemannii
Machilus_breviftora,Machilus_breviflora
Maclura_antoinensis,Maclura_amboinensis
Maclura_tinctora,Maclura_tinctoria
Macroclinium_coffeicola,Macroclinium_coffeicolum
Macroclinium_dalstromii,Macroclinium_dalstroemii
Macroclinium_larense,Macroclinium_paraense
Macroclinium_villenaorum,Macroclinium_villenarum
Macroclinium_xyphophorus,Macroclinium_xiphophorus
Magnolia_glauca,Magnolia_glaucifolia
Magnolia_gloriens,Magnolia_gloriensis
Magnolia_liliflora,Magnolia_liliiflora
Magnolia_martinii,Magnolia_martini
Malaxis_parthonii,Malaxis_parthoni
Malaxis_parthonii,Malaxis_parthoni
Mammea_glauca,Mammea_glaucifolia
Mandevilla_albo-viridis,Mandevilla_alboviridis
Mangifera_persiciformis,Mangifera_persiciforma
Manniophyton_fulcrum,Manniophyton_fulvum
Mansoa_difficilia,Mansoa_difficilis
Mansoa_hymenacea,Mansoa_hymenaea
Mansoa_verracifera,Mansoa_verrucifera
Manulea_gariesiana,Manulea_gariepina
Marah_macrocarpus,Marah_macrocarpa
Marasmodes_oligocephala,Marasmodes_oligocephalus
Marcgravia_brown,Marcgravia_brownei
Marsdenia_carnosa,Marsdenia_callosa
Marsdenia_purpurea,Marsdenia_purpusiana
Marsilea_aegyptiaca,Marsilea_aegyptica
Marsilea_mutica,Marsilea_nubica
Masdevallia_andreettaeana,Masdevallia_andreettana
Maurandya_barclaiana,Maurandya_barclayana
Maurocenia_frangula,Maurocenia_frangularia
Maxillaria_cozieriana,Maxillaria_cozierana
Maxillaria_parviflora,Maxillaria_pauciflora
Maxillaria_ramosa,Maxillaria_ramosissima
Maytenus_heyeana,Maytenus_jefeana
Melaleuca_leucadendron,Melaleuca_leucadendra
Melia_azederach,Melia_azedarach
Melica_schafkati,Melica_schafkatii
Melilotus_indica,Melilotus_indicus
Mendoncia_odorata,Mendoncia_obovata
Mendoncia_velloziana,Mendoncia_vellozoana
Merremia_dissects,Merremia_dissecta
Merremia_semisagittata,Merremia_semisagitta
Mesechites_mansoana,Mesechites_mansoanus
Mesechites_trifida,Mesechites_trifidus
Metalepis_cubence,Metalepis_cubensis
Mezilaurus_itauba,Mezilaurus_ita-uba
Miconia_riveti,Miconia_rivetii
Microcoelia_dolichorrhiza,Microcoelia_dolichorhiza
Microdesmis_caseariaefolia,Microdesmis_caseariifolia
Micropholis_guianensis,Micropholis_guyanensis
Micropholis_tuianensis,Micropholis_guyanensis
Micropholis_williami,Micropholis_williamii
Mikania_banister,Mikania_banisteriae
Mikania_banisterae,Mikania_banisteriae
Mikania_chenopodiifolia,Mikania_chenopodifolia
Mikania_congests,Mikania_congesta
Mikania_congests,Mikania_congesta
Mikania_sulcata,Mikania_bullata
Mikania_trachodes,Mikania_trichodes
Mikania_urticifolia,Mikania_urticaefolia
Millettia_barterii,Millettia_barteri
Millettia_bateri,Millettia_barteri
Millettia_dorwardii,Millettia_dorwardi
Millettia_elongistyla,Millettia_elongatistyla
Miltoniopsis_bismarkii,Miltoniopsis_bismarckii
Mimetes_argentea,Mimetes_argenteus
Mimetes_hirta,Mimetes_hirtus
Mimosa_myriadenia,Mimosa_myriadena
Miscanthus_chinensis,Miscanthus_sinensis
Molinia_coerulea,Molinia_caerulea
Monachather_paradoxa,Monachather_paradoxus
Monanthotaxis_klainei,Monanthotaxis_klainii
Monanthotaxis_vogelli,Monanthotaxis_vogelii
Mondia_whiteii,Mondia_whitei
Monotes_africanus,Monotes_africana
Mucuna_pruiens,Mucuna_pruriens
Mucuna_uren,Mucuna_urens
Mucuna_uren,Mucuna_urens
Muehlenbeckia_hastatula,Muehlenbeckia_hastulata
Muehlenbeckia_tamnifo,Muehlenbeckia_tamnifolia
Muhlenbergia_hugelii,Muhlenbergia_huegelii
Munnozia_jussieu,Munnozia_jussieui
Muscari_turcicum,Muscari_kurdicum
Mussaenda_sabicea,Mussaenda_sericea
Mutisia_anderssonii,Mutisia_andersonii
Myoxanthus_octomeriae,Myoxanthus_octomerioides
Myrcia_amblyophylla,Myrcia_amblyphylla
Myrcia_velloziana,Myrcia_vellozoana
Myriophyllum_matogrossense,Myriophyllum_mattogrossensis
Myrothamnus_flabellifolius,Myrothamnus_flabellifolia
Myrothamnus_moschata,Myrothamnus_moschatus
Mystacidium_brayboniae,Mystacidium_braybonae
Najas_guadelupensis,Najas_guadalupensis
Nastus_lokohensis,Nastus_lokohoensis
Natsiatopsis_thunbergiaefolia,Natsiatopsis_thunbergiifolia
Nemesia_caerulea,Nemesia_coerulea
Neolitsea_chuii,Neolitsea_chui
Nephelium_ramboutanake,Nephelium_ramboutan-ake
Nephrolepis_undulate,Nephrolepis_undulata
Noisettia_orchidijlora,Noisettia_orchidiflora
Nothofagus_solanderi,Nothofagus_solandri
Notylia_sagittiftra,Notylia_sagittifera
Notylia_yauaperiensis,Notylia_yauaperyensis
Nuphar_intermedium,Nuphar_intermedia
Nuphar_sagittifolium,Nuphar_sagittifolia
Nuphar_spennerianum,Nuphar_spenneriana
Nymphaea_colorata,Nymphaea_odorata
Nymphaea_nouchalii,Nymphaea_nouchali
Nymphoides_orbiculata,Nymphoides_orbiculatum
Oberonia_pallideflava,Oberonia_pallidiflava
Ocotea_aurea,Ocotea_aurantiodora
Ocotea_cujumari,Ocotea_cujumary
Ocotea_valeriana,Ocotea_valerioana
Octomeria_spathulata,Octomeria_spatulata
Odontocarya_arifolia,Odontocarya_asarifolia
Odontocarya_emarginatus,Odontocarya_emarginata
Odontocarya_rusby,Odontocarya_rusbyi
Odontoglossum_auropurpureum,Odontoglossum_auro-purpureum
Odontoglossum_kegeljanii,Odontoglossum_kegeljani
Odontophorus_nanum,Odontophorus_nanus
Oncidium_kegeljanii,Oncidium_kegeljani
Oncidium_koechlinianum,Oncidium_koechliniana
Oncidium_pardoglossum,Oncidium_cardioglossum
Oncosperma_filamentosum,Oncosperma_filamentosa
Onoseris_cummingii,Onoseris_cumingii
Ophrys_sorrentinoi,Ophrys_sorrentini
Opilia_amentaceae,Opilia_amentacea
Oplismenus_burmannii,Oplismenus_burmanni
Opuntia_inaequilaterlis,Opuntia_inaequilateralis
Oreopanax_capita,Oreopanax_capitatus
Oreopanax_xalapense,Oreopanax_xalapensis
Orites_myrtoidea,Orites_myrtoideus
Ornithocephalus_brachystachyus,Ornithocephalus_brachystachys
Ornithocephalus_bryostachyus,Ornithocephalus_bryostachys
Ornithocephalus_dolobratus,Ornithocephalus_dolabratus
Osmanthus_americana,Osmanthus_americanus
Osteospermum_karrooicum,Osteospermum_karooicum
Otoglossum_weberbaueranum,Otoglossum_weberbauerianum
Otopappus_verbesino,Otopappus_verbesinoides
Ottelia_mesenterum,Ottelia_mesenterium
Ottelia_ulvaefolia,Ottelia_ulvifolia
Ouratea_castaneaefolia,Ouratea_castaneifolia
Ovidia_pillo-pillo,Ovidia_pillopillo
Palmorchis_deceptoria,Palmorchis_deceptorius
Pandanus_amaryllidifolius,Pandanus_amaryllifolius
Pandanus_kusaicola,Pandanus_kusaicolus
Panicum_bergi,Panicum_bergii
Panicum_poaeoides,Panicum_poioides
Pappobolus_mathewsii,Pappobolus_matthewsii
Parinari_insalarum,Parinari_insularum
Paspalum_conjugacum,Paspalum_conjugatum
Paspalum_jurgensii,Paspalum_juergensii
Paspalum_marilimum,Paspalum_maritimum
Paspalum_mullinervium,Paspalum_multinervium
Paspalum_volcanensis,Paspalum_volcanense
Passiflora_berteriana,Passiflora_berteroana
Passiflora_coerulea,Passiflora_caerulea
Passiflora_serrato-digitata,Passiflora_serratodigitata
Paullinia_anodonia,Paullinia_anodonta
Paullinia_castaneifolia,Paullinia_castanifolia
Paullinia_costaricen,Paullinia_costaricensis
Paullinia_curura,Paullinia_cururu
Paullinia_fobrigera,Paullinia_fibrigera
Paullinia_fuscenscens,Paullinia_fuscescens
Paullinia_macrophylla,Paullinia_mallophylla
Paullinia_paullinioide,Paullinia_paullinioides
Paullinia_paullinioidea,Paullinia_paullinioides
Paullinia_serjania,Paullinia_serjaniifolia
Paullinia_serjaniarfolia,Paullinia_serjaniifolia
Paullinia_sphaerocarpha,Paullinia_sphaerocarpa
Paullinia_trigona,Paullinia_trigonia
Pavonia_castanaefolia,Pavonia_castaneifolia
Pectis_linearis,Pectis_linearifolia
Pegolettia_baccaridifolia,Pegolettia_baccharidifolia
Pennisetum_foermerianum,Pennisetum_foermeranum
Pennisetum_polystachyon,Pennisetum_polystachion
Pentacalia_moronensis,Pentacalia_morazensis
Pentacalia_sailapatensii,Pentacalia_sailapatensis
Peperomia_bangroana,Peperomia_bangrooana
Peperomia_costata,Peperomia_cordata
Peperomia_distachyos,Peperomia_distachya
Peperomia_macrostachyos,Peperomia_macrostachya
Peperomia_rhombifolia,Peperomia_rhombeifolia
Peponium_chirindense,Peponium_chirindensis
Perianthomega_vellozii,Perianthomega_vellozoi
Persea_macrocarpa,Persea_microcarpa
Persea_veraguensis,Persea_veraguasensis
Pescatoria_backhouseana,Pescatoria_backhousiana
Pescatoria_klabochiorum,Pescatoria_klabochorum
Pharus_lattfolius,Pharus_latifolius
Philadelphus_karwinskianus,Philadelphus_karwinskyanus
Philodendron_acutatum,Philodendron_maculatum
Philodendron_devansayanum,Philodendron_devansayeanum
Philodendron_ernstii,Philodendron_ernestii
Philodendron_martinii,Philodendron_martini
Philodendron_ptarianum,Philodendron_paxianum
Philodendron_solimoesence,Philodendron_solimoesense
Phoenix_theophrastii,Phoenix_theophrasti
Phragmanthera_dombeya,Phragmanthera_dombeyae
Phyllanthus_discoides,Phyllanthus_ciccoides
Phyllarthron_madagascariensis,Phyllarthron_madagascariense
Phyllopodium_cuneifolium,Phyllopodium_cuneiifolium
Phyllostachys_viridi-glaucescens,Phyllostachys_viridiglaucescens
Phyllostylon_brasiliensis,Phyllostylon_brasiliense
Physoceras_rotundifoolium,Physoceras_rotundifolium
Picea_engelmanni,Picea_engelmannii
Pieris_phillyreaefolia,Pieris_phillyreifolia
Pilosocereus_tuberculosus,Pilosocereus_tuberculatus
Pinus_armandi,Pinus_armandii
Pinus_elliotii,Pinus_elliottii
Pinus_herrerai,Pinus_herrerae
Pinus_tabulaeformis,Pinus_tabuliformis
Pinzona_coriaceae,Pinzona_coriacea
Piper_betel,Piper_betle
Piper_cavendishoides,Piper_cavendishioides
Piper_leptostachyum,Piper_leucostachyum
